Title1,Title1,Title2
Annual Park Ranking Report for RV Campers in: 1998,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Park%20Ranking%20Report%20(1979%20-%20Last%20Calendar%20Year)

VisitorsLabel1,Field1,Field2,Field3,Field4
RV Campers,Yosemite NP,1,"248,116",9.43%
RV Campers,Lake Mead NRA,2,"158,018",6.01%
RV Campers,Great Smoky Mountains NP,3,"141,109",5.36%
RV Campers,Death Valley NP,4,"139,173",5.29%
RV Campers,Grand Teton NP,5,"126,524",4.81%
RV Campers,Gulf Islands NS,6,"112,359",4.27%
RV Campers,Olympic NP,7,"90,662",3.45%
RV Campers,Glacier NP,8,"84,159",3.20%
RV Campers,Lake Meredith NRA,9,"75,835",2.88%
RV Campers,Blue Ridge PKWY,10,"65,201",2.48%
RV Campers,Rocky Mountain NP,11,"64,977",2.47%
RV Campers,Lake Roosevelt NRA,12,"62,376",2.37%
RV Campers,Bryce Canyon NP,13,"61,808",2.35%
RV Campers,Yellowstone NP,14,"60,724",2.31%
RV Campers,Curecanti NRA,15,"60,360",2.29%
RV Campers,Grand Canyon NP,16,"54,985",2.09%
RV Campers,Zion NP,17,"52,488",2.00%
RV Campers,Joshua Tree NP,18,"49,773",1.89%
RV Campers,Organ Pipe Cactus NM,19,"48,605",1.85%
RV Campers,Redwood NP,20,"43,731",1.66%
RV Campers,Shenandoah NP,21,"43,719",1.66%
RV Campers,Padre Island NS,22,"42,275",1.61%
RV Campers,Sleeping Bear Dunes NL,23,"39,981",1.52%
RV Campers,Big Bend NP,24,"37,472",1.42%
RV Campers,Denali NP & PRES,25,"37,078",1.41%
RV Campers,Kings Canyon NP,26,"34,828",1.32%
RV Campers,Cape Hatteras NS,27,"34,439",1.31%
RV Campers,Sequoia NP,28,"30,013",1.14%
RV Campers,Mount Rainier NP,29,"28,016",1.06%
RV Campers,Canyon de Chelly NM,30,"25,950",0.99%
RV Campers,Mesa Verde NP,31,"24,026",0.91%
RV Campers,Acadia NP,32,"23,544",0.89%
RV Campers,Chickasaw NRA,33,"22,663",0.86%
RV Campers,Everglades NP,34,"22,424",0.85%
RV Campers,Capitol Reef NP,35,"21,197",0.81%
RV Campers,Big South Fork NRRA,36,"21,072",0.80%
RV Campers,Buffalo NR,37,"20,464",0.78%
RV Campers,Mammoth Cave NP,38,"18,156",0.69%
RV Campers,Assateague Island NS,39,"18,046",0.69%
RV Campers,Natchez Trace PKWY,40,"17,145",0.65%
RV Campers,Lassen Volcanic NP,41,"16,848",0.64%
RV Campers,Amistad NRA,42,"16,413",0.62%
RV Campers,Ross Lake NRA,43,"15,906",0.60%
RV Campers,Ozark NSR,44,"15,736",0.60%
RV Campers,Theodore Roosevelt NP,45,"14,111",0.54%
RV Campers,Arches NP,46,"13,618",0.52%
RV Campers,Great Sand Dunes NP & PRES,47,"11,844",0.45%
RV Campers,Great Basin NP,48,"11,720",0.45%
RV Campers,Badlands NP,49,"11,534",0.44%
RV Campers,Bighorn Canyon NRA,50,"10,212",0.39%
RV Campers,Dinosaur NM,51,"10,112",0.38%
RV Campers,Colorado NM,52,"8,438",0.32%
RV Campers,Canyonlands NP,53,"8,156",0.31%
RV Campers,Craters of the Moon NM,54,"7,938",0.30%
RV Campers,Big Cypress NPRES,55,"7,096",0.27%
RV Campers,New River Gorge NR,56,"6,425",0.24%
RV Campers,Greenbelt Park,57,"6,150",0.23%
RV Campers,Chiricahua NM,58,"5,876",0.22%
RV Campers,Guadalupe Mountains NP,59,"5,768",0.22%
RV Campers,Devils Tower NM,60,"5,505",0.21%
RV Campers,Glen Canyon NRA,61,"5,285",0.20%
RV Campers,Bandelier NM,62,"5,219",0.20%
RV Campers,Cumberland Gap NHP,63,"4,925",0.19%
RV Campers,Chaco Culture NHP,64,"4,893",0.19%
RV Campers,Wind Cave NP,65,"4,666",0.18%
RV Campers,Indiana Dunes NL,66,"4,346",0.17%
RV Campers,Hot Springs NP,67,"4,019",0.15%
RV Campers,Pictured Rocks NL,68,"3,968",0.15%
RV Campers,Black Canyon of the Gunnison NP,69,"3,953",0.15%
RV Campers,Natural Bridges NM,70,"2,662",0.10%
RV Campers,Chesapeake & Ohio Canal NHP,71,"2,177",0.08%
RV Campers,Catoctin Mountain Park,72,"1,911",0.07%
RV Campers,Gauley River NRA,73,"1,394",0.05%
RV Campers,Whiskeytown NRA,74,"1,246",0.05%
RV Campers,Cedar Breaks NM,75,"1,221",0.05%
RV Campers,Devils Postpile NM,76,"1,201",0.05%
RV Campers,El Morro NM,77,882,0.03%
RV Campers,Navajo NM,78,860,0.03%
RV Campers,Lava Beds NM,79,810,0.03%
RV Campers,Hawaii Volcanoes NP,80,520,0.02%
RV Campers,Klondike Gold Rush NHP Alaska,81,481,0.02%
RV Campers,Prince William Forest Park,82,438,0.02%
RV Campers,Hovenweep NM,83,399,0.02%
RV Campers,Kenai Fjords NP,84,332,0.01%
RV Campers,Obed W&SR,85,243,0.01%
RV Campers,Pinnacles NP,86,24,0.00%

