Title1,Title1,Title2
Annual Park Ranking Report for RV Campers in: 2002,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Park%20Ranking%20Report%20(1979%20-%20Last%20Calendar%20Year)

VisitorsLabel1,Field1,Field2,Field3,Field4
RV Campers,Yosemite NP,1,"206,128",8.57%
RV Campers,Lake Mead NRA,2,"144,356",6.00%
RV Campers,Gulf Islands NS,3,"132,364",5.50%
RV Campers,Great Smoky Mountains NP,4,"129,195",5.37%
RV Campers,Grand Teton NP,5,"114,846",4.78%
RV Campers,Death Valley NP,6,"107,481",4.47%
RV Campers,Grand Canyon NP,7,"107,301",4.46%
RV Campers,Glacier NP,8,"91,137",3.79%
RV Campers,Olympic NP,9,"84,014",3.49%
RV Campers,Rocky Mountain NP,10,"66,909",2.78%
RV Campers,Yellowstone NP,11,"62,670",2.61%
RV Campers,Blue Ridge PKWY,12,"62,591",2.60%
RV Campers,Zion NP,13,"57,064",2.37%
RV Campers,Lake Roosevelt NRA,14,"50,080",2.08%
RV Campers,Joshua Tree NP,15,"47,526",1.98%
RV Campers,Shenandoah NP,16,"47,367",1.97%
RV Campers,Sleeping Bear Dunes NL,17,"44,309",1.84%
RV Campers,Bryce Canyon NP,18,"42,370",1.76%
RV Campers,Lake Meredith NRA,19,"41,249",1.72%
RV Campers,Mount Rainier NP,20,"40,576",1.69%
RV Campers,Curecanti NRA,21,"36,496",1.52%
RV Campers,Padre Island NS,22,"34,904",1.45%
RV Campers,Big Bend NP,23,"34,607",1.44%
RV Campers,Cape Hatteras NS,24,"31,198",1.30%
RV Campers,Big South Fork NRRA,25,"31,166",1.30%
RV Campers,Chickasaw NRA,26,"29,739",1.24%
RV Campers,Kings Canyon NP,27,"29,707",1.24%
RV Campers,Organ Pipe Cactus NM,28,"27,544",1.15%
RV Campers,Sequoia NP,29,"26,009",1.08%
RV Campers,Everglades NP,30,"25,157",1.05%
RV Campers,Capitol Reef NP,31,"23,462",0.98%
RV Campers,Acadia NP,32,"22,545",0.94%
RV Campers,Lassen Volcanic NP,33,"20,106",0.84%
RV Campers,Assateague Island NS,34,"18,968",0.79%
RV Campers,Redwood NP,35,"18,652",0.78%
RV Campers,Buffalo NR,36,"17,402",0.72%
RV Campers,Canyon de Chelly NM,37,"16,887",0.70%
RV Campers,Mammoth Cave NP,38,"16,100",0.67%
RV Campers,Natchez Trace PKWY,39,"15,984",0.66%
RV Campers,Great Basin NP,40,"13,810",0.57%
RV Campers,Theodore Roosevelt NP,41,"13,427",0.56%
RV Campers,Ross Lake NRA,42,"12,865",0.53%
RV Campers,Denali NP & PRES,43,"12,183",0.51%
RV Campers,Big Cypress NPRES,44,"12,126",0.50%
RV Campers,Arches NP,45,"12,074",0.50%
RV Campers,Great Sand Dunes NP & PRES,46,"11,891",0.49%
RV Campers,Mesa Verde NP,47,"11,579",0.48%
RV Campers,Badlands NP,48,"10,766",0.45%
RV Campers,Ozark NSR,49,"10,128",0.42%
RV Campers,Amistad NRA,50,"8,396",0.35%
RV Campers,New River Gorge NR,51,"8,102",0.34%
RV Campers,Canyonlands NP,52,"7,512",0.31%
RV Campers,Cumberland Gap NHP,53,"7,487",0.31%
RV Campers,Dinosaur NM,54,"7,368",0.31%
RV Campers,Greenbelt Park,55,"7,327",0.30%
RV Campers,Craters of the Moon NM,56,"6,591",0.27%
RV Campers,Colorado NM,57,"6,023",0.25%
RV Campers,Devils Tower NM,58,"5,578",0.23%
RV Campers,Bighorn Canyon NRA,59,"5,425",0.23%
RV Campers,Guadalupe Mountains NP,60,"5,223",0.22%
RV Campers,Indiana Dunes NL,61,"5,183",0.22%
RV Campers,Chaco Culture NHP,62,"4,654",0.19%
RV Campers,Chiricahua NM,63,"4,462",0.19%
RV Campers,Bandelier NM,64,"4,450",0.19%
RV Campers,Glen Canyon NRA,65,"4,195",0.17%
RV Campers,Pictured Rocks NL,66,"3,912",0.16%
RV Campers,Black Canyon of the Gunnison NP,67,"3,811",0.16%
RV Campers,Wind Cave NP,68,"3,190",0.13%
RV Campers,Hot Springs NP,69,"2,988",0.12%
RV Campers,Natural Bridges NM,70,"2,498",0.10%
RV Campers,Gauley River NRA,71,"1,947",0.08%
RV Campers,Devils Postpile NM,72,"1,520",0.06%
RV Campers,Catoctin Mountain Park,73,"1,493",0.06%
RV Campers,El Morro NM,74,"1,370",0.06%
RV Campers,Mojave NPRES,75,"1,321",0.05%
RV Campers,Lava Beds NM,76,"1,296",0.05%
RV Campers,Cedar Breaks NM,77,"1,107",0.05%
RV Campers,Whiskeytown NRA,78,828,0.03%
RV Campers,Klondike Gold Rush NHP Alaska,79,618,0.03%
RV Campers,Navajo NM,80,588,0.02%
RV Campers,Hovenweep NM,81,467,0.02%
RV Campers,Prince William Forest Park,82,373,0.02%
RV Campers,Hawaii Volcanoes NP,83,326,0.01%
RV Campers,Obed W&SR,84,128,0.01%
RV Campers,Kenai Fjords NP,85,52,0.00%

