Title1,Title1,Title2
Annual Park Ranking Report for RV Campers in: 2003,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Park%20Ranking%20Report%20(1979%20-%20Last%20Calendar%20Year)

VisitorsLabel1,Field1,Field2,Field3,Field4
RV Campers,Yosemite NP,1,"220,764",9.20%
RV Campers,Death Valley NP,2,"164,888",6.87%
RV Campers,Gulf Islands NS,3,"146,091",6.09%
RV Campers,Lake Mead NRA,4,"131,924",5.50%
RV Campers,Great Smoky Mountains NP,5,"126,815",5.28%
RV Campers,Grand Teton NP,6,"119,023",4.96%
RV Campers,Grand Canyon NP,7,"106,530",4.44%
RV Campers,Olympic NP,8,"82,536",3.44%
RV Campers,Rocky Mountain NP,9,"73,350",3.06%
RV Campers,Yellowstone NP,10,"69,722",2.90%
RV Campers,Glacier NP,11,"65,604",2.73%
RV Campers,Zion NP,12,"57,670",2.40%
RV Campers,Lake Roosevelt NRA,13,"51,110",2.13%
RV Campers,Sleeping Bear Dunes NL,14,"46,439",1.93%
RV Campers,Joshua Tree NP,15,"44,085",1.84%
RV Campers,Blue Ridge PKWY,16,"43,527",1.81%
RV Campers,Shenandoah NP,17,"40,671",1.69%
RV Campers,Bryce Canyon NP,18,"39,395",1.64%
RV Campers,Denali NP & PRES,19,"38,234",1.59%
RV Campers,Lake Meredith NRA,20,"34,986",1.46%
RV Campers,Padre Island NS,21,"33,528",1.40%
RV Campers,Curecanti NRA,22,"31,192",1.30%
RV Campers,Chickasaw NRA,23,"30,252",1.26%
RV Campers,Big South Fork NRRA,24,"29,712",1.24%
RV Campers,Kings Canyon NP,25,"28,751",1.20%
RV Campers,Cape Hatteras NS,26,"26,539",1.11%
RV Campers,Mount Rainier NP,27,"25,976",1.08%
RV Campers,Big Bend NP,28,"25,630",1.07%
RV Campers,Acadia NP,29,"21,876",0.91%
RV Campers,Lassen Volcanic NP,30,"21,657",0.90%
RV Campers,Everglades NP,31,"21,392",0.89%
RV Campers,Organ Pipe Cactus NM,32,"21,125",0.88%
RV Campers,Capitol Reef NP,33,"17,986",0.75%
RV Campers,Assateague Island NS,34,"17,579",0.73%
RV Campers,Buffalo NR,35,"17,093",0.71%
RV Campers,Natchez Trace PKWY,36,"16,782",0.70%
RV Campers,Canyon de Chelly NM,37,"16,770",0.70%
RV Campers,Sequoia NP,38,"16,265",0.68%
RV Campers,Mammoth Cave NP,39,"15,960",0.66%
RV Campers,Redwood NP,40,"15,939",0.66%
RV Campers,Mesa Verde NP,41,"14,588",0.61%
RV Campers,Ozark NSR,42,"14,144",0.59%
RV Campers,Great Sand Dunes NP & PRES,43,"13,065",0.54%
RV Campers,Great Basin NP,44,"12,943",0.54%
RV Campers,Theodore Roosevelt NP,45,"12,555",0.52%
RV Campers,Ross Lake NRA,46,"12,049",0.50%
RV Campers,Arches NP,47,"11,974",0.50%
RV Campers,Badlands NP,48,"11,153",0.46%
RV Campers,Big Cypress NPRES,49,"10,330",0.43%
RV Campers,Greenbelt Park,50,"9,078",0.38%
RV Campers,Cumberland Gap NHP,51,"8,328",0.35%
RV Campers,Dinosaur NM,52,"8,290",0.35%
RV Campers,Canyonlands NP,53,"7,939",0.33%
RV Campers,Bighorn Canyon NRA,54,"7,488",0.31%
RV Campers,Chiricahua NM,55,"7,148",0.30%
RV Campers,Black Canyon of the Gunnison NP,56,"7,110",0.30%
RV Campers,Amistad NRA,57,"6,791",0.28%
RV Campers,Craters of the Moon NM,58,"6,150",0.26%
RV Campers,Devils Tower NM,59,"5,626",0.23%
RV Campers,Indiana Dunes NL,60,"5,494",0.23%
RV Campers,Guadalupe Mountains NP,61,"5,039",0.21%
RV Campers,Chaco Culture NHP,62,"5,035",0.21%
RV Campers,New River Gorge NR,63,"4,702",0.20%
RV Campers,Colorado NM,64,"4,521",0.19%
RV Campers,Bandelier NM,65,"4,359",0.18%
RV Campers,Glen Canyon NRA,66,"4,237",0.18%
RV Campers,Wind Cave NP,67,"3,652",0.15%
RV Campers,Pictured Rocks NL,68,"3,517",0.15%
RV Campers,Hot Springs NP,69,"2,824",0.12%
RV Campers,Gauley River NRA,70,"2,097",0.09%
RV Campers,Natural Bridges NM,71,"1,885",0.08%
RV Campers,Mojave NPRES,72,"1,719",0.07%
RV Campers,Catoctin Mountain Park,73,"1,626",0.07%
RV Campers,Lava Beds NM,74,"1,292",0.05%
RV Campers,Devils Postpile NM,75,"1,289",0.05%
RV Campers,Cedar Breaks NM,76,"1,083",0.05%
RV Campers,Whiskeytown NRA,77,866,0.04%
RV Campers,El Morro NM,78,863,0.04%
RV Campers,Navajo NM,79,748,0.03%
RV Campers,Hovenweep NM,80,410,0.02%
RV Campers,Hawaii Volcanoes NP,81,355,0.01%
RV Campers,Prince William Forest Park,82,313,0.01%
RV Campers,Kenai Fjords NP,83,164,0.01%
RV Campers,Obed W&SR,84,46,0.00%
RV Campers,Klondike Gold Rush NHP Alaska,85,34,0.00%

