Title1,Title1,Title2
Annual Park Ranking Report for RV Campers in: 2004,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Park%20Ranking%20Report%20(1979%20-%20Last%20Calendar%20Year)

VisitorsLabel1,Field1,Field2,Field3,Field4
RV Campers,Yosemite NP,1,"201,836",8.69%
RV Campers,Great Smoky Mountains NP,2,"122,959",5.30%
RV Campers,Gulf Islands NS,3,"122,871",5.29%
RV Campers,Lake Mead NRA,4,"121,621",5.24%
RV Campers,Grand Canyon NP,5,"117,221",5.05%
RV Campers,Death Valley NP,6,"108,064",4.65%
RV Campers,Grand Teton NP,7,"103,937",4.48%
RV Campers,Glacier NP,8,"86,373",3.72%
RV Campers,Olympic NP,9,"77,835",3.35%
RV Campers,Zion NP,10,"65,894",2.84%
RV Campers,Yellowstone NP,11,"65,852",2.84%
RV Campers,Rocky Mountain NP,12,"63,252",2.72%
RV Campers,Lake Roosevelt NRA,13,"54,591",2.35%
RV Campers,Denali NP & PRES,14,"51,211",2.21%
RV Campers,Sleeping Bear Dunes NL,15,"46,641",2.01%
RV Campers,Curecanti NRA,16,"45,356",1.95%
RV Campers,Shenandoah NP,17,"42,195",1.82%
RV Campers,Bryce Canyon NP,18,"39,444",1.70%
RV Campers,Blue Ridge PKWY,19,"37,437",1.61%
RV Campers,Padre Island NS,20,"34,408",1.48%
RV Campers,Organ Pipe Cactus NM,21,"34,309",1.48%
RV Campers,Big Bend NP,22,"33,921",1.46%
RV Campers,Joshua Tree NP,23,"33,126",1.43%
RV Campers,Sequoia NP,24,"31,030",1.34%
RV Campers,Chickasaw NRA,25,"28,841",1.24%
RV Campers,Lake Meredith NRA,26,"28,358",1.22%
RV Campers,Big South Fork NRRA,27,"26,374",1.14%
RV Campers,Kings Canyon NP,28,"26,032",1.12%
RV Campers,Everglades NP,29,"25,638",1.10%
RV Campers,Mount Rainier NP,30,"25,593",1.10%
RV Campers,Cape Hatteras NS,31,"23,996",1.03%
RV Campers,Assateague Island NS,32,"22,204",0.96%
RV Campers,Canyon de Chelly NM,33,"21,015",0.91%
RV Campers,Acadia NP,34,"19,878",0.86%
RV Campers,Lassen Volcanic NP,35,"18,816",0.81%
RV Campers,Ozark NSR,36,"18,692",0.81%
RV Campers,Buffalo NR,37,"18,246",0.79%
RV Campers,Capitol Reef NP,38,"17,779",0.77%
RV Campers,Natchez Trace PKWY,39,"17,499",0.75%
RV Campers,Mammoth Cave NP,40,"14,448",0.62%
RV Campers,Mesa Verde NP,41,"13,627",0.59%
RV Campers,Arches NP,42,"13,616",0.59%
RV Campers,Great Sand Dunes NP & PRES,43,"13,482",0.58%
RV Campers,Badlands NP,44,"12,149",0.52%
RV Campers,Theodore Roosevelt NP,45,"11,982",0.52%
RV Campers,Great Basin NP,46,"10,185",0.44%
RV Campers,Amistad NRA,47,"9,835",0.42%
RV Campers,Cumberland Gap NHP,48,"9,178",0.40%
RV Campers,Greenbelt Park,49,"8,948",0.39%
RV Campers,Dinosaur NM,50,"8,395",0.36%
RV Campers,Bighorn Canyon NRA,51,"8,003",0.34%
RV Campers,Ross Lake NRA,52,"7,622",0.33%
RV Campers,Canyonlands NP,53,"7,514",0.32%
RV Campers,Indiana Dunes NL,54,"6,858",0.30%
RV Campers,Big Cypress NPRES,55,"6,671",0.29%
RV Campers,Black Canyon of the Gunnison NP,56,"6,637",0.29%
RV Campers,Craters of the Moon NM,57,"6,440",0.28%
RV Campers,Devils Tower NM,58,"5,936",0.26%
RV Campers,Colorado NM,59,"5,440",0.23%
RV Campers,New River Gorge NR,60,"4,880",0.21%
RV Campers,Chaco Culture NHP,61,"4,764",0.21%
RV Campers,Guadalupe Mountains NP,62,"4,653",0.20%
RV Campers,Glen Canyon NRA,63,"4,650",0.20%
RV Campers,Chiricahua NM,64,"4,266",0.18%
RV Campers,Bandelier NM,65,"4,132",0.18%
RV Campers,Pictured Rocks NL,66,"3,564",0.15%
RV Campers,Wind Cave NP,67,"3,450",0.15%
RV Campers,Hot Springs NP,68,"2,815",0.12%
RV Campers,Whiskeytown NRA,69,"2,674",0.12%
RV Campers,Gauley River NRA,70,"2,406",0.10%
RV Campers,Natural Bridges NM,71,"2,227",0.10%
RV Campers,Catoctin Mountain Park,72,"1,571",0.07%
RV Campers,Mojave NPRES,73,"1,568",0.07%
RV Campers,Lava Beds NM,74,"1,408",0.06%
RV Campers,Devils Postpile NM,75,967,0.04%
RV Campers,Cedar Breaks NM,76,887,0.04%
RV Campers,El Morro NM,77,881,0.04%
RV Campers,Navajo NM,78,858,0.04%
RV Campers,Prince William Forest Park,79,594,0.03%
RV Campers,Hovenweep NM,80,482,0.02%
RV Campers,Hawaii Volcanoes NP,81,440,0.02%
RV Campers,Redwood NP,82,140,0.01%
RV Campers,Kenai Fjords NP,83,66,0.00%
RV Campers,Obed W&SR,84,9,0.00%
RV Campers,Klondike Gold Rush NHP Alaska,85,6,0.00%

