Title1,Title1,Title2
Annual Park Ranking Report for RV Campers in: 2001,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Park%20Ranking%20Report%20(1979%20-%20Last%20Calendar%20Year)

VisitorsLabel1,Field1,Field2,Field3,Field4
RV Campers,Yosemite NP,1,"195,916",8.15%
RV Campers,Death Valley NP,2,"137,046",5.70%
RV Campers,Gulf Islands NS,3,"128,603",5.35%
RV Campers,Lake Mead NRA,4,"125,403",5.21%
RV Campers,Great Smoky Mountains NP,5,"125,147",5.20%
RV Campers,Grand Canyon NP,6,"107,308",4.46%
RV Campers,Grand Teton NP,7,"100,219",4.17%
RV Campers,Olympic NP,8,"78,440",3.26%
RV Campers,Glacier NP,9,"76,846",3.20%
RV Campers,Rocky Mountain NP,10,"70,638",2.94%
RV Campers,Yellowstone NP,11,"63,635",2.65%
RV Campers,Zion NP,12,"62,568",2.60%
RV Campers,Lake Meredith NRA,13,"56,259",2.34%
RV Campers,Bryce Canyon NP,14,"54,690",2.27%
RV Campers,Curecanti NRA,15,"48,216",2.00%
RV Campers,Joshua Tree NP,16,"44,856",1.87%
RV Campers,Shenandoah NP,17,"44,811",1.86%
RV Campers,Blue Ridge PKWY,18,"44,059",1.83%
RV Campers,Lake Roosevelt NRA,19,"39,860",1.66%
RV Campers,Padre Island NS,20,"37,746",1.57%
RV Campers,Sequoia NP,21,"33,884",1.41%
RV Campers,Big Bend NP,22,"32,493",1.35%
RV Campers,Big South Fork NRRA,23,"31,768",1.32%
RV Campers,Organ Pipe Cactus NM,24,"31,633",1.32%
RV Campers,Mount Rainier NP,25,"31,010",1.29%
RV Campers,Kings Canyon NP,26,"30,265",1.26%
RV Campers,Denali NP & PRES,27,"29,809",1.24%
RV Campers,Cape Hatteras NS,28,"29,711",1.24%
RV Campers,Chickasaw NRA,29,"29,392",1.22%
RV Campers,Acadia NP,30,"24,747",1.03%
RV Campers,Everglades NP,31,"24,732",1.03%
RV Campers,Sleeping Bear Dunes NL,32,"23,958",1.00%
RV Campers,Buffalo NR,33,"21,080",0.88%
RV Campers,Canyon de Chelly NM,34,"20,073",0.83%
RV Campers,Assateague Island NS,35,"19,881",0.83%
RV Campers,Redwood NP,36,"19,584",0.81%
RV Campers,Lassen Volcanic NP,37,"18,918",0.79%
RV Campers,Natchez Trace PKWY,38,"18,495",0.77%
RV Campers,Capitol Reef NP,39,"17,928",0.75%
RV Campers,Ozark NSR,40,"16,184",0.67%
RV Campers,Amistad NRA,41,"16,007",0.67%
RV Campers,Big Cypress NPRES,42,"15,582",0.65%
RV Campers,Mammoth Cave NP,43,"14,992",0.62%
RV Campers,Great Sand Dunes NP & PRES,44,"14,206",0.59%
RV Campers,Great Basin NP,45,"14,073",0.59%
RV Campers,Arches NP,46,"12,466",0.52%
RV Campers,Theodore Roosevelt NP,47,"12,320",0.51%
RV Campers,Ross Lake NRA,48,"12,303",0.51%
RV Campers,Mesa Verde NP,49,"12,025",0.50%
RV Campers,Badlands NP,50,"11,279",0.47%
RV Campers,Bighorn Canyon NRA,51,"11,191",0.47%
RV Campers,New River Gorge NR,52,"7,915",0.33%
RV Campers,Canyonlands NP,53,"7,787",0.32%
RV Campers,Cumberland Gap NHP,54,"7,747",0.32%
RV Campers,Dinosaur NM,55,"7,402",0.31%
RV Campers,Greenbelt Park,56,"5,857",0.24%
RV Campers,Craters of the Moon NM,57,"5,841",0.24%
RV Campers,Colorado NM,58,"5,732",0.24%
RV Campers,Guadalupe Mountains NP,59,"5,445",0.23%
RV Campers,Chiricahua NM,60,"4,970",0.21%
RV Campers,Devils Tower NM,61,"4,767",0.20%
RV Campers,Black Canyon of the Gunnison NP,62,"4,751",0.20%
RV Campers,Indiana Dunes NL,63,"4,607",0.19%
RV Campers,Chaco Culture NHP,64,"4,549",0.19%
RV Campers,Glen Canyon NRA,65,"4,404",0.18%
RV Campers,Bandelier NM,66,"4,235",0.18%
RV Campers,Pictured Rocks NL,67,"3,437",0.14%
RV Campers,Wind Cave NP,68,"3,155",0.13%
RV Campers,Natural Bridges NM,69,"2,602",0.11%
RV Campers,Hot Springs NP,70,"2,564",0.11%
RV Campers,Gauley River NRA,71,"2,338",0.10%
RV Campers,Mojave NPRES,72,"1,218",0.05%
RV Campers,Devils Postpile NM,73,"1,201",0.05%
RV Campers,Cedar Breaks NM,74,"1,171",0.05%
RV Campers,El Morro NM,75,"1,165",0.05%
RV Campers,Catoctin Mountain Park,76,"1,146",0.05%
RV Campers,Lava Beds NM,77,982,0.04%
RV Campers,Navajo NM,78,882,0.04%
RV Campers,Whiskeytown NRA,79,722,0.03%
RV Campers,Hawaii Volcanoes NP,80,554,0.02%
RV Campers,Prince William Forest Park,81,486,0.02%
RV Campers,Klondike Gold Rush NHP Alaska,82,455,0.02%
RV Campers,Hovenweep NM,83,452,0.02%
RV Campers,Obed W&SR,84,46,0.00%

