Title1,Title1,Title2
Annual Park Ranking Report for Tent Campers in: 1993,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1993&RptField=TT

VisitorsLabel1,Field1,Field2,Field3,Field4
Tent Campers,Yosemite NP,1,"611,774",14.91%
Tent Campers,Yellowstone NP,2,"279,697",6.82%
Tent Campers,Great Smoky Mountains NP,3,"189,941",4.63%
Tent Campers,Grand Canyon NP,4,"165,120",4.02%
Tent Campers,Joshua Tree NP,5,"151,545",3.69%
Tent Campers,Olympic NP,6,"151,391",3.69%
Tent Campers,Sequoia NP,7,"145,890",3.56%
Tent Campers,Grand Teton NP,8,"132,337",3.23%
Tent Campers,Acadia NP,9,"130,287",3.18%
Tent Campers,Zion NP,10,"116,596",2.84%
Tent Campers,Lake Mead NRA,11,"110,909",2.70%
Tent Campers,Kings Canyon NP,12,"104,722",2.55%
Tent Campers,Shenandoah NP,13,"94,655",2.31%
Tent Campers,Rocky Mountain NP,14,"91,040",2.22%
Tent Campers,Glacier NP,15,"90,648",2.21%
Tent Campers,Ozark NSR,16,"86,140",2.10%
Tent Campers,Blue Ridge PKWY,17,"73,277",1.79%
Tent Campers,Cape Hatteras NS,18,"71,415",1.74%
Tent Campers,Big Bend NP,19,"61,451",1.50%
Tent Campers,Mesa Verde NP,20,"59,928",1.46%
Tent Campers,Death Valley NP,21,"59,335",1.45%
Tent Campers,Bryce Canyon NP,22,"57,626",1.40%
Tent Campers,Buffalo NR,23,"53,029",1.29%
Tent Campers,Lassen Volcanic NP,24,"52,440",1.28%
Tent Campers,Lake Roosevelt NRA,25,"51,209",1.25%
Tent Campers,Mammoth Cave NP,26,"43,700",1.07%
Tent Campers,Chickasaw NRA,27,"43,252",1.05%
Tent Campers,Sleeping Bear Dunes NL,28,"42,787",1.04%
Tent Campers,Gulf Islands NS,29,"41,528",1.01%
Tent Campers,Mount Rainier NP,30,"33,561",0.82%
Tent Campers,Assateague Island NS,31,"32,159",0.78%
Tent Campers,Arches NP,32,"30,028",0.73%
Tent Campers,Great Basin NP,33,"28,461",0.69%
Tent Campers,Dinosaur NM,34,"28,111",0.69%
Tent Campers,Badlands NP,35,"28,078",0.68%
Tent Campers,Denali NP & PRES,36,"26,888",0.66%
Tent Campers,Great Sand Dunes NP & PRES,37,"24,318",0.59%
Tent Campers,Canyon de Chelly NM,38,"24,098",0.59%
Tent Campers,Chaco Culture NHP,39,"23,787",0.58%
Tent Campers,Ross Lake NRA,40,"23,738",0.58%
Tent Campers,Canyonlands NP,41,"22,690",0.55%
Tent Campers,Lake Meredith NRA,42,"21,775",0.53%
Tent Campers,Padre Island NS,43,"19,259",0.47%
Tent Campers,Haleakala NP,44,"18,300",0.45%
