Title1,Title1,Title2
Annual Park Ranking Report for Tent Campers in: 1980,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1980&RptField=TT

VisitorsLabel1,Field1,Field2,Field3,Field4
Tent Campers,Yosemite NP,1,"625,208",15.89%
Tent Campers,Yellowstone NP,2,"198,216",5.04%
Tent Campers,Great Smoky Mountains NP,3,"198,189",5.04%
Tent Campers,Cape Hatteras NS,4,"164,920",4.19%
Tent Campers,Shenandoah NP,5,"156,236",3.97%
Tent Campers,Acadia NP,6,"155,704",3.96%
Tent Campers,Grand Teton NP,7,"150,109",3.82%
Tent Campers,Rocky Mountain NP,8,"142,249",3.62%
Tent Campers,Lake Mead NRA,9,"130,801",3.32%
Tent Campers,Olympic NP,10,"123,771",3.15%
Tent Campers,Sequoia NP,11,"123,228",3.13%
Tent Campers,Ozark NSR,12,"113,465",2.88%
Tent Campers,Kings Canyon NP,13,"97,297",2.47%
Tent Campers,Zion NP,14,"89,475",2.27%
Tent Campers,Glacier NP,15,"88,718",2.26%
Tent Campers,Grand Canyon NP,16,"88,032",2.24%
Tent Campers,Blue Ridge PKWY,17,"87,504",2.22%
Tent Campers,Mesa Verde NP,18,"71,516",1.82%
Tent Campers,Death Valley NP,19,"60,508",1.54%
Tent Campers,Joshua Tree NP,20,"55,656",1.41%
Tent Campers,Bryce Canyon NP,21,"50,369",1.28%
Tent Campers,Glen Canyon NRA,22,"44,739",1.14%
Tent Campers,Lassen Volcanic NP,23,"41,830",1.06%
Tent Campers,Big Bend NP,24,"41,304",1.05%
Tent Campers,Gulf Islands NS,25,"38,963",0.99%
Tent Campers,Lake Roosevelt NRA,26,"35,419",0.90%
Tent Campers,Whiskeytown NRA,27,"34,242",0.87%
Tent Campers,Mount Rainier NP,28,"34,084",0.87%
Tent Campers,Denali NP & PRES,29,"33,929",0.86%
Tent Campers,Mammoth Cave NP,30,"33,669",0.86%
Tent Campers,Sleeping Bear Dunes NL,31,"31,606",0.80%
Tent Campers,Everglades NP,32,"27,256",0.69%
Tent Campers,Fire Island NS,33,"26,890",0.68%
Tent Campers,Chickasaw NRA,34,"25,100",0.64%
Tent Campers,Crater Lake NP,35,"24,465",0.62%
Tent Campers,Buffalo NR,36,"24,375",0.62%
Tent Campers,North Cascades NP,37,"24,167",0.61%
Tent Campers,Prince William Forest Park,38,"23,146",0.59%
Tent Campers,Amistad NRA,39,"21,115",0.54%
Tent Campers,Arches NP,40,"20,590",0.52%
Tent Campers,Dinosaur NM,41,"20,131",0.51%
Tent Campers,Isle Royale NP,42,"19,740",0.50%
Tent Campers,Greenbelt Park,43,"16,740",0.43%
Tent Campers,Great Sand Dunes NP & PRES,44,"16,420",0.42%
Tent Campers,Chesapeake & Ohio Canal NHP,45,"16,339",0.42%
Tent Campers,Voyageurs NP,46,"16,093",0.41%
Tent Campers,Badlands NP,47,"15,810",0.40%
Tent Campers,Canyon de Chelly NM,48,"14,911",0.38%
Tent Campers,Theodore Roosevelt NP,49,"14,558",0.37%
Tent Campers,Black Canyon of the Gunnison NP,50,"13,032",0.33%
Tent Campers,Bandelier NM,51,"12,223",0.31%
Tent Campers,Curecanti NRA,52,"12,092",0.31%
Tent Campers,Capitol Reef NP,53,"11,909",0.30%
Tent Campers,Cumberland Island NS,54,"11,109",0.28%
Tent Campers,Pictured Rocks NL,55,"9,901",0.25%
Tent Campers,Devils Tower NM,56,"9,862",0.25%
Tent Campers,Colorado NM,57,"9,110",0.23%
Tent Campers,Guadalupe Mountains NP,58,"8,419",0.21%
Tent Campers,Catoctin Mountain Park,59,"7,752",0.20%
Tent Campers,Haleakala NP,60,"7,462",0.19%
Tent Campers,Canyonlands NP,61,"7,333",0.19%
Tent Campers,Pinnacles NP,62,"7,083",0.18%
Tent Campers,Assateague Island NS,63,"7,019",0.18%
Tent Campers,Chaco Culture NHP,64,"6,747",0.17%
Tent Campers,Craters of the Moon NM,65,"6,533",0.17%
Tent Campers,Padre Island NS,66,"6,072",0.15%
Tent Campers,Wind Cave NP,67,"6,069",0.15%
Tent Campers,Navajo NM,68,"5,156",0.13%
Tent Campers,Devils Postpile NM,69,"5,097",0.13%
Tent Campers,Lava Beds NM,70,"4,968",0.13%
Tent Campers,Natchez Trace PKWY,71,"4,894",0.12%
Tent Campers,Hawaii Volcanoes NP,72,"4,866",0.12%
Tent Campers,Cumberland Gap NHP,73,"4,738",0.12%
Tent Campers,Organ Pipe Cactus NM,74,"4,621",0.12%
Tent Campers,"John D. Rockefeller, Jr. MEM PKWY",75,"3,891",0.10%
Tent Campers,Chiricahua NM,76,"3,653",0.09%
Tent Campers,Natural Bridges NM,77,"3,046",0.08%
Tent Campers,Bighorn Canyon NRA,78,"2,403",0.06%
Tent Campers,Biscayne NP,79,"2,352",0.06%
Tent Campers,Apostle Islands NL,80,"2,151",0.05%
Tent Campers,Redwood NP,81,"1,721",0.04%
Tent Campers,Katmai NP & PRES,82,"1,589",0.04%
Tent Campers,Dry Tortugas NP,83,"1,577",0.04%
Tent Campers,Glacier Bay NP & PRES,84,"1,566",0.04%
Tent Campers,Channel Islands NP,85,"1,558",0.04%
Tent Campers,Hot Springs NP,86,"1,486",0.04%
Tent Campers,Sunset Crater Volcano NM,87,"1,344",0.03%
Tent Campers,Hovenweep NM,88,"1,106",0.03%
Tent Campers,El Morro NM,89,997,0.03%
Tent Campers,Cedar Breaks NM,90,653,0.02%
Tent Campers,John Day Fossil Beds NM,91,152,0.00%

