Title1,Title1,Title2
Annual Park Ranking Report for Tent Campers in: 1985,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1985&RptField=TT

VisitorsLabel1,Field1,Field2,Field3,Field4
Tent Campers,Yosemite NP,1,"615,471",17.16%
Tent Campers,Great Smoky Mountains NP,2,"197,255",5.50%
Tent Campers,Yellowstone NP,3,"194,775",5.43%
Tent Campers,Shenandoah NP,4,"174,937",4.88%
Tent Campers,Acadia NP,5,"152,585",4.25%
Tent Campers,Sequoia NP,6,"131,087",3.66%
Tent Campers,Lake Mead NRA,7,"120,743",3.37%
Tent Campers,Cape Hatteras NS,8,"105,877",2.95%
Tent Campers,Olympic NP,9,"105,022",2.93%
Tent Campers,Kings Canyon NP,10,"100,542",2.80%
Tent Campers,Grand Teton NP,11,"93,805",2.62%
Tent Campers,Rocky Mountain NP,12,"90,846",2.53%
Tent Campers,Ozark NSR,13,"84,187",2.35%
Tent Campers,Big Bend NP,14,"82,885",2.31%
Tent Campers,Zion NP,15,"75,555",2.11%
Tent Campers,Mesa Verde NP,16,"70,632",1.97%
Tent Campers,Glen Canyon NRA,17,"70,288",1.96%
Tent Campers,Joshua Tree NP,18,"66,714",1.86%
Tent Campers,Glacier NP,19,"62,786",1.75%
Tent Campers,Grand Canyon NP,20,"58,216",1.62%
Tent Campers,Mount Rainier NP,21,"56,741",1.58%
Tent Campers,Blue Ridge PKWY,22,"56,259",1.57%
Tent Campers,Death Valley NP,23,"54,084",1.51%
Tent Campers,Bryce Canyon NP,24,"44,347",1.24%
Tent Campers,Chickasaw NRA,25,"43,597",1.22%
Tent Campers,Gulf Islands NS,26,"40,509",1.13%
Tent Campers,Sleeping Bear Dunes NL,27,"33,735",0.94%
Tent Campers,Mammoth Cave NP,28,"31,366",0.87%
Tent Campers,Denali NP & PRES,29,"31,311",0.87%
Tent Campers,Lassen Volcanic NP,30,"29,871",0.83%
Tent Campers,Lake Roosevelt NRA,31,"26,042",0.73%
Tent Campers,North Cascades NP,32,"24,657",0.69%
Tent Campers,Arches NP,33,"22,258",0.62%
Tent Campers,Amistad NRA,34,"19,077",0.53%
Tent Campers,Dinosaur NM,35,"19,024",0.53%
Tent Campers,Buffalo NR,36,"18,872",0.53%
Tent Campers,Everglades NP,37,"18,437",0.51%
Tent Campers,Canyon de Chelly NM,38,"18,405",0.51%
Tent Campers,Curecanti NRA,39,"18,024",0.50%
Tent Campers,Great Sand Dunes NP & PRES,40,"16,715",0.47%
Tent Campers,Prince William Forest Park,41,"16,683",0.47%
Tent Campers,Greenbelt Park,42,"15,793",0.44%
Tent Campers,Canyonlands NP,43,"14,605",0.41%
Tent Campers,Bandelier NM,44,"12,819",0.36%
Tent Campers,Haleakala NP,45,"11,537",0.32%
Tent Campers,Assateague Island NS,46,"11,123",0.31%
Tent Campers,Cumberland Island NS,47,"11,108",0.31%
Tent Campers,Guadalupe Mountains NP,48,"11,107",0.31%
Tent Campers,Capitol Reef NP,49,"10,628",0.30%
Tent Campers,Badlands NP,50,"10,436",0.29%
Tent Campers,Pictured Rocks NL,51,"9,648",0.27%
Tent Campers,Chaco Culture NHP,52,"8,941",0.25%
Tent Campers,Fire Island NS,53,"8,655",0.24%
Tent Campers,Colorado NM,54,"8,618",0.24%
Tent Campers,Voyageurs NP,55,"8,054",0.22%
Tent Campers,Bighorn Canyon NRA,56,"7,440",0.21%
Tent Campers,Devils Tower NM,57,"7,363",0.21%
Tent Campers,Hawaii Volcanoes NP,58,"7,204",0.20%
Tent Campers,Theodore Roosevelt NP,59,"7,104",0.20%
Tent Campers,Catoctin Mountain Park,60,"7,052",0.20%
Tent Campers,Wind Cave NP,61,"6,865",0.19%
Tent Campers,Natchez Trace PKWY,62,"6,448",0.18%
Tent Campers,Isle Royale NP,63,"6,433",0.18%
Tent Campers,Sunset Crater Volcano NM,64,"6,426",0.18%
Tent Campers,Organ Pipe Cactus NM,65,"5,920",0.17%
Tent Campers,Navajo NM,66,"5,871",0.16%
Tent Campers,Chesapeake & Ohio Canal NHP,67,"5,813",0.16%
Tent Campers,Padre Island NS,68,"5,662",0.16%
Tent Campers,Pinnacles NP,69,"5,135",0.14%
Tent Campers,Hot Springs NP,70,"4,571",0.13%
Tent Campers,"John D. Rockefeller, Jr. MEM PKWY",71,"4,361",0.12%
Tent Campers,Craters of the Moon NM,72,"3,771",0.11%
Tent Campers,Chiricahua NM,73,"3,716",0.10%
Tent Campers,Cumberland Gap NHP,74,"3,104",0.09%
Tent Campers,Biscayne NP,75,"2,888",0.08%
Tent Campers,Apostle Islands NL,76,"2,766",0.08%
Tent Campers,Devils Postpile NM,77,"2,750",0.08%
Tent Campers,Black Canyon of the Gunnison NP,78,"2,574",0.07%
Tent Campers,Lava Beds NM,79,"2,359",0.07%
Tent Campers,Golden Gate NRA,80,"2,292",0.06%
Tent Campers,Dry Tortugas NP,81,"1,988",0.06%
Tent Campers,Redwood NP,82,"1,950",0.05%
Tent Campers,Cedar Breaks NM,83,"1,730",0.05%
Tent Campers,Glacier Bay NP & PRES,84,"1,631",0.05%
Tent Campers,Natural Bridges NM,85,"1,596",0.04%
Tent Campers,Klondike Gold Rush NHP Alaska,86,"1,381",0.04%
Tent Campers,El Morro NM,87,"1,263",0.04%
Tent Campers,Katmai NP & PRES,88,674,0.02%
Tent Campers,Hovenweep NM,89,631,0.02%
Tent Campers,John Day Fossil Beds NM,90,36,0.00%

