Title1,Title1,Title2
Annual Park Ranking Report for Tent Campers in: 1991,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1991&RptField=TT

VisitorsLabel1,Field1,Field2,Field3,Field4
Tent Campers,Yosemite NP,1,"647,698",15.40%
Tent Campers,Yellowstone NP,2,"257,824",6.13%
Tent Campers,Great Smoky Mountains NP,3,"190,879",4.54%
Tent Campers,Grand Canyon NP,4,"142,087",3.38%
Tent Campers,Acadia NP,5,"140,760",3.35%
Tent Campers,Joshua Tree NP,6,"138,444",3.29%
Tent Campers,Sequoia NP,7,"134,270",3.19%
Tent Campers,Zion NP,8,"130,285",3.10%
Tent Campers,Grand Teton NP,9,"126,501",3.01%
Tent Campers,Olympic NP,10,"118,191",2.81%
Tent Campers,Kings Canyon NP,11,"116,295",2.77%
Tent Campers,Lake Mead NRA,12,"112,447",2.67%
Tent Campers,Glacier NP,13,"111,380",2.65%
Tent Campers,Ozark NSR,14,"106,204",2.53%
Tent Campers,Glen Canyon NRA,15,"102,231",2.43%
Tent Campers,Shenandoah NP,16,"102,086",2.43%
Tent Campers,Rocky Mountain NP,17,"92,110",2.19%
Tent Campers,Cape Hatteras NS,18,"91,902",2.19%
Tent Campers,Mesa Verde NP,19,"80,923",1.92%
Tent Campers,Lassen Volcanic NP,20,"76,683",1.82%
Tent Campers,Mount Rainier NP,21,"72,678",1.73%
Tent Campers,Death Valley NP,22,"67,361",1.60%
Tent Campers,Big Bend NP,23,"63,362",1.51%
Tent Campers,Blue Ridge PKWY,24,"62,436",1.48%
Tent Campers,Lake Roosevelt NRA,25,"58,908",1.40%
Tent Campers,Bryce Canyon NP,26,"54,404",1.29%
Tent Campers,Buffalo NR,27,"53,525",1.27%
Tent Campers,Gulf Islands NS,28,"39,881",0.95%
Tent Campers,Mammoth Cave NP,29,"39,171",0.93%
Tent Campers,Chickasaw NRA,30,"35,816",0.85%
Tent Campers,Arches NP,31,"29,698",0.71%
Tent Campers,Canyon de Chelly NM,32,"28,515",0.68%
Tent Campers,Denali NP & PRES,33,"26,824",0.64%
Tent Campers,Dinosaur NM,34,"25,467",0.61%
Tent Campers,Padre Island NS,35,"25,263",0.60%
Tent Campers,Assateague Island NS,36,"24,565",0.58%
Tent Campers,Ross Lake NRA,37,"23,699",0.56%
Tent Campers,Chaco Culture NHP,38,"23,495",0.56%
Tent Campers,Great Sand Dunes NP & PRES,39,"22,570",0.54%
Tent Campers,Sleeping Bear Dunes NL,40,"21,981",0.52%
Tent Campers,Great Basin NP,41,"18,688",0.44%
Tent Campers,Capitol Reef NP,42,"16,965",0.40%
Tent Campers,Haleakala NP,43,"16,570",0.39%
Tent Campers,Everglades NP,44,"16,330",0.39%
Tent Campers,Cumberland Island NS,45,"16,081",0.38%
Tent Campers,Curecanti NRA,46,"15,196",0.36%
Tent Campers,Prince William Forest Park,47,"14,860",0.35%
Tent Campers,Pictured Rocks NL,48,"13,689",0.33%
Tent Campers,Greenbelt Park,49,"13,309",0.32%
Tent Campers,Canyonlands NP,50,"12,035",0.29%
Tent Campers,Big South Fork NRRA,51,"11,416",0.27%
Tent Campers,Chesapeake & Ohio Canal NHP,52,"11,334",0.27%
Tent Campers,Bandelier NM,53,"10,952",0.26%
Tent Campers,Guadalupe Mountains NP,54,"10,854",0.26%
Tent Campers,Black Canyon of the Gunnison NP,55,"10,069",0.24%
Tent Campers,Theodore Roosevelt NP,56,"9,268",0.22%
Tent Campers,Hawaii Volcanoes NP,57,"9,221",0.22%
Tent Campers,Voyageurs NP,58,"9,101",0.22%
Tent Campers,Organ Pipe Cactus NM,59,"8,621",0.21%
Tent Campers,Catoctin Mountain Park,60,"8,441",0.20%
Tent Campers,Colorado NM,61,"8,353",0.20%
Tent Campers,Wind Cave NP,62,"8,148",0.19%
Tent Campers,Fire Island NS,63,"7,825",0.19%
Tent Campers,Chiricahua NM,64,"7,214",0.17%
Tent Campers,Craters of the Moon NM,65,"6,917",0.16%
Tent Campers,Isle Royale NP,66,"6,902",0.16%
Tent Campers,Devils Tower NM,67,"6,807",0.16%
Tent Campers,Natchez Trace PKWY,68,"5,808",0.14%
Tent Campers,Badlands NP,69,"5,602",0.13%
Tent Campers,Navajo NM,70,"5,524",0.13%
Tent Campers,Santa Monica Mountains NRA,71,"4,447",0.11%
Tent Campers,Bighorn Canyon NRA,72,"4,350",0.10%
Tent Campers,Devils Postpile NM,73,"4,350",0.10%
