Title1,Title1,Title2
Annual Park Ranking Report for Tent Campers in: 1998,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1998&RptField=TT

VisitorsLabel1,Field1,Field2,Field3,Field4
Tent Campers,Yosemite NP,1,"388,313",11.23%
Tent Campers,Great Smoky Mountains NP,2,"191,418",5.54%
Tent Campers,Olympic NP,3,"136,541",3.95%
Tent Campers,Acadia NP,4,"135,507",3.92%
Tent Campers,Joshua Tree NP,5,"131,259",3.80%
Tent Campers,Grand Canyon NP,6,"130,594",3.78%
Tent Campers,Lake Mead NRA,7,"124,158",3.59%
Tent Campers,Grand Teton NP,8,"116,841",3.38%
Tent Campers,Glacier NP,9,"105,699",3.06%
Tent Campers,Rocky Mountain NP,10,"102,738",2.97%
Tent Campers,Sequoia NP,11,"101,057",2.92%
Tent Campers,Zion NP,12,"92,294",2.67%
Tent Campers,Shenandoah NP,13,"89,931",2.60%
Tent Campers,Kings Canyon NP,14,"85,114",2.46%
Tent Campers,Yellowstone NP,15,"84,103",2.43%
Tent Campers,Ozark NSR,16,"81,424",2.35%
Tent Campers,Blue Ridge PKWY,17,"73,304",2.12%
Tent Campers,Mount Rainier NP,18,"68,595",1.98%
Tent Campers,Buffalo NR,19,"65,209",1.89%
Tent Campers,Cape Hatteras NS,20,"61,369",1.77%
Tent Campers,Death Valley NP,21,"59,282",1.71%
Tent Campers,Assateague Island NS,22,"52,088",1.51%
Tent Campers,Mesa Verde NP,23,"46,329",1.34%
Tent Campers,Sleeping Bear Dunes NL,24,"45,744",1.32%
Tent Campers,Chickasaw NRA,25,"44,488",1.29%
Tent Campers,Lake Roosevelt NRA,26,"43,249",1.25%
Tent Campers,Lassen Volcanic NP,27,"42,138",1.22%
Tent Campers,Big Bend NP,28,"41,143",1.19%
Tent Campers,Mammoth Cave NP,29,"38,468",1.11%
Tent Campers,Bryce Canyon NP,30,"37,593",1.09%
Tent Campers,Arches NP,31,"30,348",0.88%
Tent Campers,Gulf Islands NS,32,"29,838",0.86%
Tent Campers,Ross Lake NRA,33,"27,433",0.79%
Tent Campers,Denali NP & PRES,34,"27,360",0.79%
Tent Campers,Canyon de Chelly NM,35,"24,132",0.70%
Tent Campers,Great Sand Dunes NP & PRES,36,"21,786",0.63%
Tent Campers,Canyonlands NP,37,"21,759",0.63%
Tent Campers,Dinosaur NM,38,"20,675",0.60%
