Title1,Title1,Title2
Annual Park Ranking Report for Tent Campers in: 1988,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1988&RptField=TT

VisitorsLabel1,Field1,Field2,Field3,Field4
Tent Campers,Yosemite NP,1,"717,811",18.31%
Tent Campers,Great Smoky Mountains NP,2,"200,518",5.11%
Tent Campers,Yellowstone NP,3,"176,677",4.51%
Tent Campers,Acadia NP,4,"175,545",4.48%
Tent Campers,Lake Mead NRA,5,"128,006",3.26%
Tent Campers,Olympic NP,6,"115,779",2.95%
Tent Campers,Zion NP,7,"112,451",2.87%
Tent Campers,Shenandoah NP,8,"111,101",2.83%
Tent Campers,Kings Canyon NP,9,"110,663",2.82%
Tent Campers,Ozark NSR,10,"108,087",2.76%
Tent Campers,Sequoia NP,11,"104,114",2.66%
Tent Campers,Mesa Verde NP,12,"97,060",2.48%
Tent Campers,Rocky Mountain NP,13,"97,035",2.47%
Tent Campers,Grand Canyon NP,14,"92,728",2.36%
Tent Campers,Grand Teton NP,15,"90,518",2.31%
Tent Campers,Cape Hatteras NS,16,"88,917",2.27%
Tent Campers,Glacier NP,17,"85,248",2.17%
Tent Campers,Glen Canyon NRA,18,"74,667",1.90%
Tent Campers,Joshua Tree NP,19,"72,512",1.85%
Tent Campers,Mount Rainier NP,20,"70,771",1.80%
Tent Campers,Blue Ridge PKWY,21,"63,320",1.61%
Tent Campers,Death Valley NP,22,"61,743",1.57%
Tent Campers,Big Bend NP,23,"59,981",1.53%
Tent Campers,Lake Roosevelt NRA,24,"57,557",1.47%
Tent Campers,Lassen Volcanic NP,25,"56,292",1.44%
Tent Campers,Bryce Canyon NP,26,"51,230",1.31%
Tent Campers,Chickasaw NRA,27,"41,455",1.06%
Tent Campers,Gulf Islands NS,28,"39,843",1.02%
Tent Campers,Denali NP & PRES,29,"35,669",0.91%
Tent Campers,Sleeping Bear Dunes NL,30,"35,619",0.91%
Tent Campers,Mammoth Cave NP,31,"32,464",0.83%
Tent Campers,North Cascades NP,32,"29,900",0.76%
Tent Campers,Dinosaur NM,33,"27,385",0.70%
Tent Campers,Canyon de Chelly NM,34,"26,673",0.68%
Tent Campers,Arches NP,35,"25,046",0.64%
Tent Campers,Great Basin NP,36,"21,099",0.54%
Tent Campers,Everglades NP,37,"20,442",0.52%
Tent Campers,Buffalo NR,38,"20,233",0.52%
Tent Campers,Amistad NRA,39,"18,444",0.47%
Tent Campers,Greenbelt Park,40,"18,292",0.47%
Tent Campers,Great Sand Dunes NP & PRES,41,"17,460",0.45%
Tent Campers,Prince William Forest Park,42,"15,901",0.41%
Tent Campers,Assateague Island NS,43,"15,490",0.40%
Tent Campers,Capitol Reef NP,44,"15,248",0.39%
Tent Campers,Guadalupe Mountains NP,45,"14,206",0.36%
Tent Campers,Chaco Culture NHP,46,"13,912",0.35%
Tent Campers,Badlands NP,47,"13,485",0.34%
Tent Campers,Bandelier NM,48,"12,904",0.33%
Tent Campers,Cumberland Island NS,49,"12,618",0.32%
Tent Campers,Haleakala NP,50,"12,614",0.32%
Tent Campers,Curecanti NRA,51,"11,944",0.30%
Tent Campers,Canyonlands NP,52,"11,820",0.30%
Tent Campers,Hawaii Volcanoes NP,53,"10,254",0.26%
Tent Campers,Pictured Rocks NL,54,"9,503",0.24%
Tent Campers,Devils Tower NM,55,"8,072",0.21%
