Title1,Title1,Title2
Annual Park Ranking Report for Tent Campers in: 1982,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1982&RptField=TT

VisitorsLabel1,Field1,Field2,Field3,Field4
Tent Campers,Yosemite NP,1,"665,191",16.01%
Tent Campers,Yellowstone NP,2,"233,395",5.62%
Tent Campers,Great Smoky Mountains NP,3,"229,604",5.53%
Tent Campers,Lake Mead NRA,4,"194,441",4.68%
Tent Campers,Acadia NP,5,"172,759",4.16%
Tent Campers,Cape Hatteras NS,6,"152,830",3.68%
Tent Campers,Shenandoah NP,7,"146,314",3.52%
Tent Campers,Grand Teton NP,8,"143,487",3.45%
Tent Campers,Sequoia NP,9,"142,478",3.43%
Tent Campers,Ozark NSR,10,"134,134",3.23%
Tent Campers,Rocky Mountain NP,11,"120,931",2.91%
Tent Campers,Zion NP,12,"99,621",2.40%
Tent Campers,Glacier NP,13,"95,212",2.29%
Tent Campers,Olympic NP,14,"92,335",2.22%
Tent Campers,Kings Canyon NP,15,"88,319",2.13%
Tent Campers,Grand Canyon NP,16,"86,137",2.07%
Tent Campers,Blue Ridge PKWY,17,"77,044",1.85%
Tent Campers,Mesa Verde NP,18,"73,676",1.77%
Tent Campers,Death Valley NP,19,"66,605",1.60%
Tent Campers,Joshua Tree NP,20,"62,339",1.50%
Tent Campers,Big Bend NP,21,"60,505",1.46%
Tent Campers,Mount Rainier NP,22,"49,726",1.20%
Tent Campers,Gulf Islands NS,23,"49,327",1.19%
Tent Campers,Glen Canyon NRA,24,"48,086",1.16%
Tent Campers,Bryce Canyon NP,25,"47,612",1.15%
Tent Campers,Lassen Volcanic NP,26,"45,405",1.09%
Tent Campers,Lake Roosevelt NRA,27,"44,526",1.07%
Tent Campers,Chickasaw NRA,28,"40,413",0.97%
Tent Campers,Denali NP & PRES,29,"37,117",0.89%
Tent Campers,Mammoth Cave NP,30,"36,919",0.89%
Tent Campers,North Cascades NP,31,"32,654",0.79%
Tent Campers,Sleeping Bear Dunes NL,32,"31,126",0.75%
Tent Campers,Buffalo NR,33,"30,924",0.74%
Tent Campers,Whiskeytown NRA,34,"27,277",0.66%
Tent Campers,Everglades NP,35,"25,500",0.61%
Tent Campers,Amistad NRA,36,"23,459",0.56%
Tent Campers,Dinosaur NM,37,"22,649",0.55%
Tent Campers,Arches NP,38,"21,660",0.52%
Tent Campers,Crater Lake NP,39,"18,885",0.45%
Tent Campers,Canyon de Chelly NM,40,"18,870",0.45%
Tent Campers,Great Sand Dunes NP & PRES,41,"17,398",0.42%
Tent Campers,Prince William Forest Park,42,"16,153",0.39%
Tent Campers,Theodore Roosevelt NP,43,"14,979",0.36%
Tent Campers,Greenbelt Park,44,"14,407",0.35%
Tent Campers,Bandelier NM,45,"13,790",0.33%
Tent Campers,Fire Island NS,46,"13,525",0.33%
Tent Campers,Assateague Island NS,47,"13,476",0.32%
Tent Campers,Padre Island NS,48,"12,621",0.30%
Tent Campers,Cumberland Island NS,49,"11,987",0.29%
Tent Campers,Chesapeake & Ohio Canal NHP,50,"11,935",0.29%
Tent Campers,Capitol Reef NP,51,"11,656",0.28%
Tent Campers,Canyonlands NP,52,"11,470",0.28%
Tent Campers,Black Canyon of the Gunnison NP,53,"11,414",0.27%
Tent Campers,Chaco Culture NHP,54,"11,110",0.27%
Tent Campers,Curecanti NRA,55,"10,596",0.26%
Tent Campers,Voyageurs NP,56,"10,094",0.24%
Tent Campers,Guadalupe Mountains NP,57,"10,060",0.24%
