Title1,Title1,Title2
Annual Park Ranking Report for Tent Campers in: 1994,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1994&RptField=TT

VisitorsLabel1,Field1,Field2,Field3,Field4
Tent Campers,Yosemite NP,1,"664,252",15.67%
Tent Campers,Yellowstone NP,2,"280,066",6.60%
Tent Campers,Great Smoky Mountains NP,3,"211,393",4.99%
Tent Campers,Olympic NP,4,"200,028",4.72%
Tent Campers,Grand Canyon NP,5,"165,609",3.91%
Tent Campers,Joshua Tree NP,6,"153,882",3.63%
Tent Campers,Grand Teton NP,7,"151,785",3.58%
Tent Campers,Acadia NP,8,"129,483",3.05%
Tent Campers,Sequoia NP,9,"125,486",2.96%
Tent Campers,Zion NP,10,"116,600",2.75%
Tent Campers,Glacier NP,11,"110,671",2.61%
Tent Campers,Rocky Mountain NP,12,"102,621",2.42%
Tent Campers,Kings Canyon NP,13,"97,928",2.31%
Tent Campers,Shenandoah NP,14,"94,420",2.23%
Tent Campers,Ozark NSR,15,"83,436",1.97%
Tent Campers,Lake Mead NRA,16,"82,307",1.94%
Tent Campers,Cape Hatteras NS,17,"80,845",1.91%
Tent Campers,Mesa Verde NP,18,"68,299",1.61%
Tent Campers,Big Bend NP,19,"62,365",1.47%
Tent Campers,Mount Rainier NP,20,"60,795",1.43%
Tent Campers,Death Valley NP,21,"59,599",1.41%
Tent Campers,Blue Ridge PKWY,22,"59,400",1.40%
Tent Campers,Lake Roosevelt NRA,23,"55,808",1.32%
Tent Campers,Buffalo NR,24,"53,862",1.27%
Tent Campers,Bryce Canyon NP,25,"53,311",1.26%
Tent Campers,Lassen Volcanic NP,26,"50,568",1.19%
Tent Campers,Sleeping Bear Dunes NL,27,"47,247",1.11%
Tent Campers,Assateague Island NS,28,"42,077",0.99%
Tent Campers,Gulf Islands NS,29,"40,342",0.95%
Tent Campers,Chickasaw NRA,30,"40,102",0.95%
Tent Campers,Mammoth Cave NP,31,"36,804",0.87%
Tent Campers,Badlands NP,32,"33,751",0.80%
Tent Campers,Arches NP,33,"28,835",0.68%
Tent Campers,Ross Lake NRA,34,"28,827",0.68%
Tent Campers,Lake Meredith NRA,35,"28,688",0.68%
Tent Campers,Dinosaur NM,36,"24,832",0.59%
Tent Campers,Great Sand Dunes NP & PRES,37,"24,658",0.58%
Tent Campers,Padre Island NS,38,"23,271",0.55%
Tent Campers,Canyon de Chelly NM,39,"22,304",0.53%
Tent Campers,Chaco Culture NHP,40,"21,868",0.52%
Tent Campers,Canyonlands NP,41,"21,024",0.50%
Tent Campers,Haleakala NP,42,"17,836",0.42%
Tent Campers,Great Basin NP,43,"17,527",0.41%
Tent Campers,Capitol Reef NP,44,"17,479",0.41%
Tent Campers,Cumberland Island NS,45,"14,812",0.35%
Tent Campers,Prince William Forest Park,46,"14,282",0.34%
Tent Campers,Curecanti NRA,47,"13,680",0.32%
Tent Campers,Big South Fork NRRA,48,"13,629",0.32%
Tent Campers,Denali NP & PRES,49,"13,401",0.32%
Tent Campers,Bandelier NM,50,"13,332",0.31%
Tent Campers,Theodore Roosevelt NP,51,"12,195",0.29%
Tent Campers,Glen Canyon NRA,52,"12,118",0.29%
Tent Campers,Guadalupe Mountains NP,53,"11,371",0.27%
Tent Campers,Pictured Rocks NL,54,"10,884",0.26%
Tent Campers,Indiana Dunes NL,55,"10,796",0.25%
Tent Campers,Natchez Trace PKWY,56,"10,380",0.24%
Tent Campers,Greenbelt Park,57,"10,193",0.24%
Tent Campers,Chesapeake & Ohio Canal NHP,58,"9,785",0.23%
Tent Campers,Colorado NM,59,"9,642",0.23%
Tent Campers,Catoctin Mountain Park,60,"9,297",0.22%
Tent Campers,Amistad NRA,61,"9,234",0.22%
Tent Campers,Isle Royale NP,62,"8,665",0.20%
Tent Campers,Everglades NP,63,"8,227",0.19%
Tent Campers,Redwood NP,64,"8,222",0.19%
Tent Campers,Craters of the Moon NM,65,"8,153",0.19%
Tent Campers,Devils Tower NM,66,"7,551",0.18%
Tent Campers,Organ Pipe Cactus NM,67,"7,407",0.17%
Tent Campers,Fire Island NS,68,"7,290",0.17%
Tent Campers,New River Gorge NR,69,"6,657",0.16%
Tent Campers,Navajo NM,70,"6,567",0.15%
Tent Campers,Black Canyon of the Gunnison NP,71,"6,509",0.15%
Tent Campers,Chiricahua NM,72,"6,185",0.15%
Tent Campers,Wind Cave NP,73,"5,858",0.14%
Tent Campers,Natural Bridges NM,74,"5,446",0.13%
Tent Campers,Hawaii Volcanoes NP,75,"5,118",0.12%
Tent Campers,Cumberland Gap NHP,76,"4,184",0.10%
Tent Campers,Hot Springs NP,77,"4,168",0.10%
Tent Campers,Bighorn Canyon NRA,78,"3,988",0.09%
Tent Campers,Katmai NP & PRES,79,"3,705",0.09%
Tent Campers,Devils Postpile NM,80,"3,652",0.09%
Tent Campers,Dry Tortugas NP,81,"3,357",0.08%
Tent Campers,Lava Beds NM,82,"2,943",0.07%
Tent Campers,Cedar Breaks NM,83,"2,839",0.07%
Tent Campers,Hovenweep NM,84,"2,832",0.07%
Tent Campers,El Morro NM,85,"2,732",0.06%
Tent Campers,Crater Lake NP,86,"2,372",0.06%
Tent Campers,Golden Gate NRA,87,"2,328",0.05%
Tent Campers,Gauley River NRA,88,"2,157",0.05%
Tent Campers,Obed W&SR,89,"2,055",0.05%
Tent Campers,Pinnacles NP,90,"2,005",0.05%
Tent Campers,Big Cypress NPRES,91,"1,803",0.04%
Tent Campers,Glacier Bay NP & PRES,92,"1,409",0.03%
Tent Campers,Kenai Fjords NP,93,"1,320",0.03%
Tent Campers,Klondike Gold Rush NHP Alaska,94,"1,211",0.03%

