Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 1981,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1981&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Glen Canyon NRA,1,"685,504",29.42%
Backcountry Campers,Lake Mead NRA,2,"222,882",9.57%
Backcountry Campers,Yosemite NP,3,"140,221",6.02%
Backcountry Campers,Sequoia NP,4,"99,097",4.25%
Backcountry Campers,Kings Canyon NP,5,"92,294",3.96%
Backcountry Campers,Grand Canyon NP,6,"91,835",3.94%
Backcountry Campers,Olympic NP,7,"84,770",3.64%
Backcountry Campers,Great Smoky Mountains NP,8,"79,227",3.40%
Backcountry Campers,Shenandoah NP,9,"61,613",2.64%
Backcountry Campers,Delaware Water Gap NRA,10,"59,184",2.54%
Backcountry Campers,Ozark NSR,11,"56,249",2.41%
Backcountry Campers,Yellowstone NP,12,"55,060",2.36%
Backcountry Campers,Rocky Mountain NP,13,"53,928",2.31%
Backcountry Campers,Chesapeake & Ohio Canal NHP,14,"48,400",2.08%
Backcountry Campers,Canyonlands NP,15,"45,446",1.95%
Backcountry Campers,Big Bend NP,16,"40,564",1.74%
Backcountry Campers,North Cascades NP,17,"39,494",1.70%
Backcountry Campers,Isle Royale NP,18,"37,853",1.62%
Backcountry Campers,Mount Rainier NP,19,"35,663",1.53%
Backcountry Campers,Denali NP & PRES,20,"28,160",1.21%
Backcountry Campers,Amistad NRA,21,"24,989",1.07%
Backcountry Campers,Grand Teton NP,22,"24,259",1.04%
Backcountry Campers,Saint Croix NSR,23,"23,511",1.01%
Backcountry Campers,Dinosaur NM,24,"22,805",0.98%
Backcountry Campers,Everglades NP,25,"20,771",0.89%
Backcountry Campers,Glacier NP,26,"17,744",0.76%
Backcountry Campers,Point Reyes NS,27,"15,991",0.69%
Backcountry Campers,Zion NP,28,"15,406",0.66%
Backcountry Campers,Lassen Volcanic NP,29,"12,306",0.53%
Backcountry Campers,Pictured Rocks NL,30,"8,938",0.38%
Backcountry Campers,Hawaii Volcanoes NP,31,"8,444",0.36%
Backcountry Campers,Sleeping Bear Dunes NL,32,"7,466",0.32%
Backcountry Campers,Haleakala NP,33,"3,994",0.17%
Backcountry Campers,Glacier Bay NP & PRES,34,"3,503",0.15%
Backcountry Campers,Voyageurs NP,35,"3,485",0.15%
Backcountry Campers,Cape Lookout NS,36,"3,461",0.15%
Backcountry Campers,Bandelier NM,37,"3,369",0.14%
Backcountry Campers,Guadalupe Mountains NP,38,"3,237",0.14%
Backcountry Campers,Saguaro NP,39,"3,144",0.13%
Backcountry Campers,Buffalo NR,40,"2,884",0.12%
Backcountry Campers,Whiskeytown NRA,41,"2,655",0.11%
Backcountry Campers,Cumberland Gap NHP,42,"2,622",0.11%
Backcountry Campers,Crater Lake NP,43,"2,618",0.11%
Backcountry Campers,Assateague Island NS,44,"2,533",0.11%
Backcountry Campers,Apostle Islands NL,45,"2,272",0.10%
Backcountry Campers,Arches NP,46,"2,236",0.10%
Backcountry Campers,Bryce Canyon NP,47,"2,208",0.09%
Backcountry Campers,Black Canyon of the Gunnison NP,48,"2,136",0.09%
Backcountry Campers,Organ Pipe Cactus NM,49,"2,122",0.09%
Backcountry Campers,Joshua Tree NP,50,"1,854",0.08%
Backcountry Campers,Mammoth Cave NP,51,"1,776",0.08%
Backcountry Campers,Capitol Reef NP,52,"1,655",0.07%
Backcountry Campers,Curecanti NRA,53,"1,589",0.07%
Backcountry Campers,Blue Ridge PKWY,54,"1,491",0.06%
Backcountry Campers,Carlsbad Caverns NP,55,"1,437",0.06%
Backcountry Campers,Redwood NP,56,"1,339",0.06%
Backcountry Campers,Katmai NP & PRES,57,"1,339",0.06%
Backcountry Campers,Lake Meredith NRA,58,"1,245",0.05%
Backcountry Campers,Bighorn Canyon NRA,59,922,0.04%
Backcountry Campers,Theodore Roosevelt NP,60,747,0.03%
Backcountry Campers,Canyon de Chelly NM,61,744,0.03%
Backcountry Campers,Petrified Forest NP,62,716,0.03%
Backcountry Campers,Great Sand Dunes NP & PRES,63,573,0.02%
Backcountry Campers,Navajo NM,64,571,0.02%
Backcountry Campers,Prince William Forest Park,65,524,0.02%
Backcountry Campers,White Sands NM,66,521,0.02%
Backcountry Campers,Badlands NP,67,391,0.02%
Backcountry Campers,"John D. Rockefeller, Jr. MEM PKWY",68,380,0.02%
Backcountry Campers,Grand Portage NM,69,319,0.01%
Backcountry Campers,Craters of the Moon NM,70,283,0.01%
Backcountry Campers,Padre Island NS,71,168,0.01%
Backcountry Campers,Catoctin Mountain Park,72,157,0.01%
Backcountry Campers,Wupatki NM,73,157,0.01%
Backcountry Campers,Big Thicket NPRES,74,127,0.01%
Backcountry Campers,Death Valley NP,75,103,0.00%
Backcountry Campers,Colorado NM,76,78,0.00%
Backcountry Campers,Fort Bowie NHS,77,77,0.00%
Backcountry Campers,Lava Beds NM,78,9,0.00%

