Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 1991,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1991&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Lake Mead NRA,1,"504,972",24.85%
Backcountry Campers,Grand Canyon NP,2,"225,781",11.11%
Backcountry Campers,Yosemite NP,3,"121,913",6.00%
Backcountry Campers,Olympic NP,4,"77,801",3.83%
Backcountry Campers,Great Smoky Mountains NP,5,"77,207",3.80%
Backcountry Campers,Sequoia NP,6,"70,291",3.46%
Backcountry Campers,Canyonlands NP,7,"67,469",3.32%
Backcountry Campers,Kings Canyon NP,8,"65,050",3.20%
Backcountry Campers,Delaware Water Gap NRA,9,"53,253",2.62%
Backcountry Campers,Yellowstone NP,10,"41,476",2.04%
Backcountry Campers,Big Bend NP,11,"40,476",1.99%
Backcountry Campers,Rocky Mountain NP,12,"39,172",1.93%
Backcountry Campers,Shenandoah NP,13,"39,130",1.93%
Backcountry Campers,Isle Royale NP,14,"38,148",1.88%
Backcountry Campers,Mount Rainier NP,15,"35,383",1.74%
Backcountry Campers,Saint Croix NSR,16,"33,312",1.64%
Backcountry Campers,Denali NP & PRES,17,"29,798",1.47%
Backcountry Campers,Chesapeake & Ohio Canal NHP,18,"27,924",1.37%
Backcountry Campers,Grand Teton NP,19,"27,114",1.33%
Backcountry Campers,Dinosaur NM,20,"24,646",1.21%
Backcountry Campers,Sleeping Bear Dunes NL,21,"23,062",1.13%
Backcountry Campers,Glacier NP,22,"22,909",1.13%
Backcountry Campers,Ozark NSR,23,"22,534",1.11%
Backcountry Campers,Point Reyes NS,24,"22,049",1.08%
Backcountry Campers,Buffalo NR,25,"20,595",1.01%
Backcountry Campers,Padre Island NS,26,"19,773",0.97%
Backcountry Campers,Glen Canyon NRA,27,"16,902",0.83%
Backcountry Campers,North Cascades NP,28,"16,514",0.81%
Backcountry Campers,Lake Meredith NRA,29,"13,478",0.66%
Backcountry Campers,Zion NP,30,"13,140",0.65%
Backcountry Campers,Everglades NP,31,"12,813",0.63%
Backcountry Campers,Pictured Rocks NL,32,"11,218",0.55%
Backcountry Campers,Glacier Bay NP & PRES,33,"9,657",0.48%
Backcountry Campers,Cape Lookout NS,34,"9,538",0.47%
Backcountry Campers,Apostle Islands NL,35,"8,669",0.43%
Backcountry Campers,Lassen Volcanic NP,36,"8,440",0.42%
Backcountry Campers,Gulf Islands NS,37,"8,172",0.40%
Backcountry Campers,Cumberland Island NS,38,"7,811",0.38%
Backcountry Campers,Ross Lake NRA,39,"7,156",0.35%
Backcountry Campers,Voyageurs NP,40,"7,034",0.35%
Backcountry Campers,Joshua Tree NP,41,"6,196",0.30%
Backcountry Campers,Whiskeytown NRA,42,"6,021",0.30%
Backcountry Campers,Gates of the Arctic NP & PRES,43,"5,841",0.29%
Backcountry Campers,Lake Chelan NRA,44,"5,776",0.28%
Backcountry Campers,Katmai NP & PRES,45,"5,327",0.26%
Backcountry Campers,Rio Grande W&SR,46,"5,182",0.25%
Backcountry Campers,Blue Ridge PKWY,47,"4,809",0.24%
Backcountry Campers,Hawaii Volcanoes NP,48,"4,596",0.23%
Backcountry Campers,Organ Pipe Cactus NM,49,"4,072",0.20%
Backcountry Campers,Bandelier NM,50,"3,746",0.18%
Backcountry Campers,Amistad NRA,51,"3,541",0.17%
Backcountry Campers,Bryce Canyon NP,52,"3,452",0.17%
Backcountry Campers,Haleakala NP,53,"3,384",0.17%
Backcountry Campers,Mammoth Cave NP,54,"3,331",0.16%
