Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 1999,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1999&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Lake Mead NRA,1,"372,427",18.92%
Backcountry Campers,Grand Canyon NP,2,"154,478",7.85%
Backcountry Campers,Olympic NP,3,"118,331",6.01%
Backcountry Campers,Great Smoky Mountains NP,4,"92,994",4.72%
Backcountry Campers,Yosemite NP,5,"87,189",4.43%
Backcountry Campers,Sequoia NP,6,"76,718",3.90%
Backcountry Campers,Kings Canyon NP,7,"72,314",3.67%
Backcountry Campers,Canyonlands NP,8,"72,148",3.66%
Backcountry Campers,Buffalo NR,9,"45,496",2.31%
Backcountry Campers,Isle Royale NP,10,"44,028",2.24%
Backcountry Campers,Shenandoah NP,11,"43,913",2.23%
Backcountry Campers,Delaware Water Gap NRA,12,"43,768",2.22%
Backcountry Campers,Mount Rainier NP,13,"42,967",2.18%
Backcountry Campers,Rocky Mountain NP,14,"41,417",2.10%
Backcountry Campers,Yellowstone NP,15,"41,319",2.10%
Backcountry Campers,Big Bend NP,16,"40,059",2.03%
Backcountry Campers,Denali NP & PRES,17,"36,026",1.83%
Backcountry Campers,Grand Teton NP,18,"32,169",1.63%
Backcountry Campers,Dinosaur NM,19,"30,395",1.54%
Backcountry Campers,Saint Croix NSR,20,"27,297",1.39%
Backcountry Campers,Ozark NSR,21,"27,231",1.38%
Backcountry Campers,Glacier NP,22,"26,209",1.33%
Backcountry Campers,Glen Canyon NRA,23,"25,211",1.28%
Backcountry Campers,Point Reyes NS,24,"22,824",1.16%
Backcountry Campers,Sleeping Bear Dunes NL,25,"21,140",1.07%
Backcountry Campers,Everglades NP,26,"20,237",1.03%
Backcountry Campers,Voyageurs NP,27,"16,732",0.85%
Backcountry Campers,Ross Lake NRA,28,"15,555",0.79%
Backcountry Campers,North Cascades NP,29,"15,460",0.79%
Backcountry Campers,Apostle Islands NL,30,"15,250",0.77%
Backcountry Campers,Yukon-Charley Rivers NPRES,31,"14,934",0.76%
Backcountry Campers,Zion NP,32,"13,614",0.69%
Backcountry Campers,Pictured Rocks NL,33,"13,173",0.67%
Backcountry Campers,Katmai NP & PRES,34,"12,952",0.66%
Backcountry Campers,Big Cypress NPRES,35,"10,158",0.52%
