Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 2003,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=2003&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Grand Canyon NP,1,"244,271",13.45%
Backcountry Campers,Lake Mead NRA,2,"219,601",12.09%
Backcountry Campers,Olympic NP,3,"105,407",5.80%
Backcountry Campers,Yosemite NP,4,"85,674",4.72%
Backcountry Campers,Sequoia NP,5,"75,687",4.17%
Backcountry Campers,Great Smoky Mountains NP,6,"73,124",4.03%
Backcountry Campers,Kings Canyon NP,7,"64,369",3.54%
Backcountry Campers,Mount Rainier NP,8,"64,110",3.53%
Backcountry Campers,Canyonlands NP,9,"64,009",3.52%
Backcountry Campers,Yellowstone NP,10,"46,087",2.54%
Backcountry Campers,Delaware Water Gap NRA,11,"45,312",2.49%
Backcountry Campers,Isle Royale NP,12,"40,069",2.21%
Backcountry Campers,Glen Canyon NRA,13,"37,718",2.08%
Backcountry Campers,Rocky Mountain NP,14,"36,012",1.98%
Backcountry Campers,Buffalo NR,15,"34,767",1.91%
Backcountry Campers,Shenandoah NP,16,"34,572",1.90%
Backcountry Campers,Denali NP & PRES,17,"33,170",1.83%
Backcountry Campers,Saint Croix NSR,18,"32,555",1.79%
Backcountry Campers,Big Bend NP,19,"29,399",1.62%
Backcountry Campers,Dinosaur NM,20,"27,501",1.51%
Backcountry Campers,Zion NP,21,"26,368",1.45%
Backcountry Campers,Point Reyes NS,22,"24,363",1.34%
Backcountry Campers,Glacier NP,23,"22,958",1.26%
Backcountry Campers,Everglades NP,24,"22,485",1.24%
Backcountry Campers,Sleeping Bear Dunes NL,25,"20,276",1.12%
Backcountry Campers,North Cascades NP,26,"17,753",0.98%
Backcountry Campers,Voyageurs NP,27,"17,657",0.97%
Backcountry Campers,Big South Fork NRRA,28,"16,846",0.93%
Backcountry Campers,Apostle Islands NL,29,"16,384",0.90%
Backcountry Campers,Channel Islands NP,30,"15,318",0.84%
Backcountry Campers,Yukon-Charley Rivers NPRES,31,"14,625",0.81%
Backcountry Campers,Ross Lake NRA,32,"14,263",0.79%
Backcountry Campers,Padre Island NS,33,"13,642",0.75%
Backcountry Campers,Grand Teton NP,34,"12,949",0.71%
Backcountry Campers,Pictured Rocks NL,35,"12,904",0.71%
Backcountry Campers,Big Cypress NPRES,36,"12,292",0.68%
Backcountry Campers,Ozark NSR,37,"11,645",0.64%
Backcountry Campers,Glacier Bay NP & PRES,38,"7,815",0.43%
Backcountry Campers,Cape Lookout NS,39,"6,799",0.37%
Backcountry Campers,Cumberland Island NS,40,"6,225",0.34%
Backcountry Campers,Lassen Volcanic NP,41,"6,139",0.34%
Backcountry Campers,Mammoth Cave NP,42,"6,085",0.34%
Backcountry Campers,Lake Meredith NRA,43,"5,866",0.32%
Backcountry Campers,Hawaii Volcanoes NP,44,"5,691",0.31%
Backcountry Campers,Lake Chelan NRA,45,"5,474",0.30%
Backcountry Campers,Joshua Tree NP,46,"5,384",0.30%
Backcountry Campers,Klondike Gold Rush NHP Alaska,47,"4,963",0.27%
Backcountry Campers,Lake Roosevelt NRA,48,"4,525",0.25%
Backcountry Campers,Gates of the Arctic NP & PRES,49,"4,293",0.24%
Backcountry Campers,Canaveral NS,50,"3,931",0.22%
Backcountry Campers,Gulf Islands NS,51,"3,415",0.19%
Backcountry Campers,Rio Grande W&SR,52,"3,165",0.17%
Backcountry Campers,Blue Ridge PKWY,53,"3,092",0.17%
Backcountry Campers,Whiskeytown NRA,54,"3,031",0.17%
Backcountry Campers,Guadalupe Mountains NP,55,"2,795",0.15%
Backcountry Campers,"John D. Rockefeller, Jr. MEM PKWY",56,"2,751",0.15%
Backcountry Campers,Amistad NRA,57,"2,714",0.15%
Backcountry Campers,Kenai Fjords NP,58,"2,387",0.13%
Backcountry Campers,Great Sand Dunes NP & PRES,59,"2,122",0.12%
Backcountry Campers,White Sands NM,60,"2,049",0.11%
Backcountry Campers,Assateague Island NS,61,"2,048",0.11%
Backcountry Campers,Black Canyon of the Gunnison NP,62,"2,037",0.11%
Backcountry Campers,Bryce Canyon NP,63,"1,988",0.11%
Backcountry Campers,Lake Clark NP & PRES,64,"1,970",0.11%
Backcountry Campers,Big Thicket NPRES,65,"1,764",0.10%
Backcountry Campers,Cumberland Gap NHP,66,"1,742",0.10%
Backcountry Campers,Haleakala NP,67,"1,562",0.09%
Backcountry Campers,Canyon de Chelly NM,68,"1,520",0.08%
Backcountry Campers,Crater Lake NP,69,"1,500",0.08%
Backcountry Campers,Bandelier NM,70,"1,440",0.08%
Backcountry Campers,Capitol Reef NP,71,"1,226",0.07%
Backcountry Campers,Saguaro NP,72,"1,208",0.07%
Backcountry Campers,Theodore Roosevelt NP,73,"1,185",0.07%
Backcountry Campers,Redwood NP,74,"1,095",0.06%
Backcountry Campers,Organ Pipe Cactus NM,75,940,0.05%
Backcountry Campers,Golden Gate NRA,76,685,0.04%
Backcountry Campers,Bighorn Canyon NRA,77,627,0.03%
Backcountry Campers,Obed W&SR,78,617,0.03%
Backcountry Campers,El Malpais NM,79,599,0.03%
Backcountry Campers,Navajo NM,80,446,0.02%
Backcountry Campers,Badlands NP,81,384,0.02%
Backcountry Campers,Katmai NP & PRES,82,345,0.02%
Backcountry Campers,Arches NP,83,341,0.02%
Backcountry Campers,Petrified Forest NP,84,308,0.02%
Backcountry Campers,Aniakchak NM & PRES,85,223,0.01%
Backcountry Campers,Congaree NP,86,212,0.01%
Backcountry Campers,Colorado NM,87,190,0.01%
Backcountry Campers,Wind Cave NP,88,185,0.01%
Backcountry Campers,Carlsbad Caverns NP,89,160,0.01%
Backcountry Campers,Great Basin NP,90,148,0.01%
Backcountry Campers,Santa Monica Mountains NRA,91,144,0.01%
Backcountry Campers,Catoctin Mountain Park,92,137,0.01%
Backcountry Campers,Moores Creek NB,93,84,0.00%
Backcountry Campers,Kings Mountain NMP,94,80,0.00%
Backcountry Campers,Craters of the Moon NM,95,77,0.00%
Backcountry Campers,Grand Portage NM,96,46,0.00%
Backcountry Campers,Prince William Forest Park,97,44,0.00%
Backcountry Campers,Kobuk Valley NP,98,35,0.00%
Backcountry Campers,Noatak NPRES,99,30,0.00%
Backcountry Campers,Lava Beds NM,100,15,0.00%
Backcountry Campers,Cape Krusenstern NM,101,15,0.00%
Backcountry Campers,Bering Land Bridge NPRES,102,15,0.00%

