Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 1982,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1982&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Glen Canyon NRA,1,"784,748",32.37%
Backcountry Campers,Lake Mead NRA,2,"267,006",11.01%
Backcountry Campers,Yosemite NP,3,"125,557",5.18%
Backcountry Campers,Grand Canyon NP,4,"99,117",4.09%
Backcountry Campers,Sequoia NP,5,"86,633",3.57%
Backcountry Campers,Kings Canyon NP,6,"81,894",3.38%
Backcountry Campers,Great Smoky Mountains NP,7,"73,697",3.04%
Backcountry Campers,Olympic NP,8,"67,318",2.78%
Backcountry Campers,Delaware Water Gap NRA,9,"59,918",2.47%
Backcountry Campers,Shenandoah NP,10,"54,720",2.26%
Backcountry Campers,Ozark NSR,11,"51,283",2.12%
Backcountry Campers,Yellowstone NP,12,"50,491",2.08%
Backcountry Campers,Canyonlands NP,13,"48,861",2.02%
Backcountry Campers,Chesapeake & Ohio Canal NHP,14,"48,140",1.99%
Backcountry Campers,Big Bend NP,15,"46,979",1.94%
Backcountry Campers,Rocky Mountain NP,16,"44,714",1.84%
Backcountry Campers,Saint Croix NSR,17,"37,570",1.55%
Backcountry Campers,Isle Royale NP,18,"35,929",1.48%
Backcountry Campers,Mount Rainier NP,19,"33,203",1.37%
Backcountry Campers,North Cascades NP,20,"32,460",1.34%
Backcountry Campers,Denali NP & PRES,21,"27,812",1.15%
Backcountry Campers,Dinosaur NM,22,"27,197",1.12%
Backcountry Campers,Amistad NRA,23,"26,211",1.08%
Backcountry Campers,Grand Teton NP,24,"18,893",0.78%
Backcountry Campers,Point Reyes NS,25,"17,824",0.74%
Backcountry Campers,Glacier NP,26,"16,198",0.67%
Backcountry Campers,Everglades NP,27,"15,945",0.66%
Backcountry Campers,Lassen Volcanic NP,28,"10,002",0.41%
Backcountry Campers,Sleeping Bear Dunes NL,29,"9,719",0.40%
Backcountry Campers,Pictured Rocks NL,30,"9,320",0.38%
Backcountry Campers,Noatak NPRES,31,"8,940",0.37%
Backcountry Campers,Gates of the Arctic NP & PRES,32,"7,728",0.32%
Backcountry Campers,Zion NP,33,"7,403",0.31%
Backcountry Campers,Voyageurs NP,34,"5,887",0.24%
Backcountry Campers,Bandelier NM,35,"5,382",0.22%
Backcountry Campers,Glacier Bay NP & PRES,36,"5,355",0.22%
Backcountry Campers,Cape Lookout NS,37,"5,146",0.21%
Backcountry Campers,Hawaii Volcanoes NP,38,"4,624",0.19%
Backcountry Campers,Haleakala NP,39,"3,699",0.15%
Backcountry Campers,Buffalo NR,40,"3,602",0.15%
Backcountry Campers,Klondike Gold Rush NHP Alaska,41,"3,328",0.14%
Backcountry Campers,Cumberland Gap NHP,42,"3,232",0.13%
Backcountry Campers,Guadalupe Mountains NP,43,"3,145",0.13%
Backcountry Campers,Saguaro NP,44,"2,799",0.12%
Backcountry Campers,Joshua Tree NP,45,"2,782",0.11%
Backcountry Campers,Arches NP,46,"2,542",0.10%
Backcountry Campers,Apostle Islands NL,47,"2,522",0.10%
Backcountry Campers,Assateague Island NS,48,"2,372",0.10%
Backcountry Campers,Organ Pipe Cactus NM,49,"2,217",0.09%
Backcountry Campers,Mammoth Cave NP,50,"2,196",0.09%
Backcountry Campers,Crater Lake NP,51,"2,154",0.09%
Backcountry Campers,Blue Ridge PKWY,52,"1,992",0.08%
Backcountry Campers,Whiskeytown NRA,53,"1,905",0.08%
Backcountry Campers,Bryce Canyon NP,54,"1,818",0.07%
Backcountry Campers,Capitol Reef NP,55,"1,742",0.07%
Backcountry Campers,Katmai NP & PRES,56,"1,739",0.07%
Backcountry Campers,Black Canyon of the Gunnison NP,57,"1,708",0.07%
Backcountry Campers,Lake Clark NP & PRES,58,"1,612",0.07%
Backcountry Campers,Carlsbad Caverns NP,59,"1,534",0.06%
Backcountry Campers,Curecanti NRA,60,"1,252",0.05%
Backcountry Campers,Yukon-Charley Rivers NPRES,61,"1,161",0.05%
Backcountry Campers,Redwood NP,62,"1,106",0.05%
Backcountry Campers,Lake Meredith NRA,63,"1,018",0.04%
Backcountry Campers,Kobuk Valley NP,64,895,0.04%
Backcountry Campers,Theodore Roosevelt NP,65,873,0.04%
Backcountry Campers,Death Valley NP,66,777,0.03%
Backcountry Campers,Great Sand Dunes NP & PRES,67,706,0.03%
Backcountry Campers,Wrangell-St. Elias NP & PRES,68,698,0.03%
Backcountry Campers,Navajo NM,69,593,0.02%
Backcountry Campers,Kenai Fjords NP,70,478,0.02%
Backcountry Campers,White Sands NM,71,467,0.02%
Backcountry Campers,Craters of the Moon NM,72,426,0.02%
Backcountry Campers,Prince William Forest Park,73,413,0.02%
Backcountry Campers,Padre Island NS,74,357,0.01%
