Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 2002,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=2002&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Lake Mead NRA,1,"256,990",13.48%
Backcountry Campers,Grand Canyon NP,2,"241,738",12.68%
Backcountry Campers,Yosemite NP,3,"125,027",6.56%
Backcountry Campers,Olympic NP,4,"117,434",6.16%
Backcountry Campers,Great Smoky Mountains NP,5,"77,816",4.08%
Backcountry Campers,Canyonlands NP,6,"62,365",3.27%
Backcountry Campers,Sequoia NP,7,"59,577",3.12%
Backcountry Campers,Kings Canyon NP,8,"54,484",2.86%
Backcountry Campers,Buffalo NR,9,"50,095",2.63%
Backcountry Campers,Mount Rainier NP,10,"49,955",2.62%
Backcountry Campers,Delaware Water Gap NRA,11,"45,312",2.38%
Backcountry Campers,Yellowstone NP,12,"43,682",2.29%
Backcountry Campers,Isle Royale NP,13,"40,389",2.12%
Backcountry Campers,Rocky Mountain NP,14,"39,178",2.05%
Backcountry Campers,Shenandoah NP,15,"37,895",1.99%
Backcountry Campers,Saint Croix NSR,16,"33,996",1.78%
Backcountry Campers,Grand Teton NP,17,"31,975",1.68%
Backcountry Campers,Big Bend NP,18,"30,418",1.60%
Backcountry Campers,Zion NP,19,"28,767",1.51%
Backcountry Campers,Glacier NP,20,"27,076",1.42%
Backcountry Campers,Glen Canyon NRA,21,"25,492",1.34%
Backcountry Campers,Sleeping Bear Dunes NL,22,"25,351",1.33%
Backcountry Campers,Denali NP & PRES,23,"24,115",1.26%
Backcountry Campers,Dinosaur NM,24,"23,667",1.24%
Backcountry Campers,Everglades NP,25,"22,997",1.21%
Backcountry Campers,Point Reyes NS,26,"22,025",1.16%
Backcountry Campers,Katmai NP & PRES,27,"21,186",1.11%
Backcountry Campers,Apostle Islands NL,28,"20,028",1.05%
Backcountry Campers,Voyageurs NP,29,"17,740",0.93%
Backcountry Campers,North Cascades NP,30,"17,414",0.91%
Backcountry Campers,Pictured Rocks NL,31,"15,952",0.84%
Backcountry Campers,Yukon-Charley Rivers NPRES,32,"15,002",0.79%
Backcountry Campers,Ross Lake NRA,33,"14,831",0.78%
Backcountry Campers,Channel Islands NP,34,"13,338",0.70%
Backcountry Campers,Big Cypress NPRES,35,"13,063",0.69%
Backcountry Campers,Big South Fork NRRA,36,"12,640",0.66%
Backcountry Campers,Ozark NSR,37,"11,208",0.59%
Backcountry Campers,Cape Lookout NS,38,"9,007",0.47%
Backcountry Campers,Lassen Volcanic NP,39,"8,786",0.46%
Backcountry Campers,Blue Ridge PKWY,40,"7,973",0.42%
Backcountry Campers,Joshua Tree NP,41,"6,919",0.36%
Backcountry Campers,Cumberland Island NS,42,"6,429",0.34%
Backcountry Campers,Padre Island NS,43,"5,568",0.29%
Backcountry Campers,Mammoth Cave NP,44,"5,125",0.27%
Backcountry Campers,Lake Chelan NRA,45,"4,986",0.26%
Backcountry Campers,Klondike Gold Rush NHP Alaska,46,"4,941",0.26%
Backcountry Campers,Lake Meredith NRA,47,"4,500",0.24%
Backcountry Campers,Lake Roosevelt NRA,48,"4,366",0.23%
Backcountry Campers,Hawaii Volcanoes NP,49,"4,169",0.22%
Backcountry Campers,Gulf Islands NS,50,"3,781",0.20%
Backcountry Campers,Canaveral NS,51,"3,694",0.19%
Backcountry Campers,Whiskeytown NRA,52,"3,431",0.18%
Backcountry Campers,Rio Grande W&SR,53,"3,028",0.16%
Backcountry Campers,Assateague Island NS,54,"3,005",0.16%
Backcountry Campers,Guadalupe Mountains NP,55,"2,919",0.15%
Backcountry Campers,Amistad NRA,56,"2,821",0.15%
Backcountry Campers,Kenai Fjords NP,57,"2,704",0.14%
Backcountry Campers,Gates of the Arctic NP & PRES,58,"2,655",0.14%
Backcountry Campers,"John D. Rockefeller, Jr. MEM PKWY",59,"2,626",0.14%
Backcountry Campers,Lake Clark NP & PRES,60,"2,350",0.12%
Backcountry Campers,Bryce Canyon NP,61,"1,928",0.10%
Backcountry Campers,White Sands NM,62,"1,894",0.10%
Backcountry Campers,Black Canyon of the Gunnison NP,63,"1,884",0.10%
Backcountry Campers,Haleakala NP,64,"1,877",0.10%
Backcountry Campers,Obed W&SR,65,"1,726",0.09%
Backcountry Campers,Capitol Reef NP,66,"1,646",0.09%
Backcountry Campers,Redwood NP,67,"1,640",0.09%
Backcountry Campers,Cumberland Gap NHP,68,"1,525",0.08%
Backcountry Campers,Big Thicket NPRES,69,"1,512",0.08%
Backcountry Campers,Great Sand Dunes NP & PRES,70,"1,470",0.08%
Backcountry Campers,Crater Lake NP,71,"1,464",0.08%
Backcountry Campers,Saguaro NP,72,"1,424",0.07%
Backcountry Campers,Organ Pipe Cactus NM,73,"1,275",0.07%
Backcountry Campers,Canyon de Chelly NM,74,"1,246",0.07%
Backcountry Campers,Bandelier NM,75,"1,180",0.06%
Backcountry Campers,Theodore Roosevelt NP,76,"1,072",0.06%
Backcountry Campers,Golden Gate NRA,77,778,0.04%
Backcountry Campers,El Malpais NM,78,626,0.03%
Backcountry Campers,Badlands NP,79,540,0.03%
Backcountry Campers,Congaree NP,80,439,0.02%
Backcountry Campers,Arches NP,81,402,0.02%
Backcountry Campers,Petrified Forest NP,82,357,0.02%
Backcountry Campers,Wind Cave NP,83,347,0.02%
Backcountry Campers,Aniakchak NM & PRES,84,312,0.02%
Backcountry Campers,Navajo NM,85,284,0.01%
Backcountry Campers,Great Basin NP,86,200,0.01%
Backcountry Campers,Grand Portage NM,87,179,0.01%
Backcountry Campers,Moores Creek NB,88,164,0.01%
Backcountry Campers,Carlsbad Caverns NP,89,162,0.01%
Backcountry Campers,Santa Monica Mountains NRA,90,144,0.01%
Backcountry Campers,Colorado NM,91,141,0.01%
Backcountry Campers,Catoctin Mountain Park,92,113,0.01%
Backcountry Campers,Kings Mountain NMP,93,97,0.01%
Backcountry Campers,Craters of the Moon NM,94,94,0.00%
Backcountry Campers,Prince William Forest Park,95,70,0.00%
Backcountry Campers,Bighorn Canyon NRA,96,53,0.00%
Backcountry Campers,Kobuk Valley NP,97,50,0.00%
Backcountry Campers,Cape Krusenstern NM,98,40,0.00%
Backcountry Campers,Lava Beds NM,99,37,0.00%
Backcountry Campers,Curecanti NRA,100,30,0.00%
Backcountry Campers,Bering Land Bridge NPRES,101,30,0.00%
Backcountry Campers,Noatak NPRES,102,20,0.00%

