Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 1985,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1985&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Lake Mead NRA,1,"374,216",22.27%
Backcountry Campers,Yosemite NP,2,"111,390",6.63%
Backcountry Campers,Grand Canyon NP,3,"81,168",4.83%
Backcountry Campers,Sequoia NP,4,"78,304",4.66%
Backcountry Campers,Kings Canyon NP,5,"73,582",4.38%
Backcountry Campers,Olympic NP,6,"72,490",4.31%
Backcountry Campers,Great Smoky Mountains NP,7,"65,493",3.90%
Backcountry Campers,Ozark NSR,8,"57,641",3.43%
Backcountry Campers,Chesapeake & Ohio Canal NHP,9,"54,872",3.27%
Backcountry Campers,Glen Canyon NRA,10,"48,413",2.88%
Backcountry Campers,Delaware Water Gap NRA,11,"45,156",2.69%
Backcountry Campers,Shenandoah NP,12,"43,046",2.56%
Backcountry Campers,Saint Croix NSR,13,"42,016",2.50%
Backcountry Campers,Canyonlands NP,14,"40,784",2.43%
Backcountry Campers,Big Bend NP,15,"39,140",2.33%
Backcountry Campers,Rocky Mountain NP,16,"36,241",2.16%
Backcountry Campers,Yellowstone NP,17,"32,643",1.94%
Backcountry Campers,Isle Royale NP,18,"32,262",1.92%
Backcountry Campers,Mount Rainier NP,19,"29,094",1.73%
Backcountry Campers,Denali NP & PRES,20,"26,029",1.55%
Backcountry Campers,Dinosaur NM,21,"23,869",1.42%
Backcountry Campers,Grand Teton NP,22,"23,425",1.39%
Backcountry Campers,North Cascades NP,23,"20,635",1.23%
Backcountry Campers,Point Reyes NS,24,"18,759",1.12%
Backcountry Campers,Amistad NRA,25,"17,152",1.02%
Backcountry Campers,Buffalo NR,26,"14,422",0.86%
Backcountry Campers,Glacier NP,27,"14,019",0.83%
Backcountry Campers,Everglades NP,28,"13,207",0.79%
Backcountry Campers,Sleeping Bear Dunes NL,29,"12,155",0.72%
Backcountry Campers,Pictured Rocks NL,30,"11,128",0.66%
Backcountry Campers,Cape Lookout NS,31,"9,007",0.54%
Backcountry Campers,Voyageurs NP,32,"8,568",0.51%
Backcountry Campers,Lassen Volcanic NP,33,"8,480",0.50%
Backcountry Campers,Zion NP,34,"7,435",0.44%
Backcountry Campers,Whiskeytown NRA,35,"7,139",0.42%
Backcountry Campers,Noatak NPRES,36,"5,850",0.35%
Backcountry Campers,Rio Grande W&SR,37,"5,652",0.34%
Backcountry Campers,Bandelier NM,38,"5,630",0.34%
Backcountry Campers,Gates of the Arctic NP & PRES,39,"5,239",0.31%
Backcountry Campers,Glacier Bay NP & PRES,40,"5,078",0.30%
Backcountry Campers,Bighorn Canyon NRA,41,"3,693",0.22%
Backcountry Campers,Hawaii Volcanoes NP,42,"3,661",0.22%
Backcountry Campers,Haleakala NP,43,"3,195",0.19%
Backcountry Campers,Guadalupe Mountains NP,44,"2,895",0.17%
Backcountry Campers,Organ Pipe Cactus NM,45,"2,877",0.17%
Backcountry Campers,Assateague Island NS,46,"2,458",0.15%
Backcountry Campers,Klondike Gold Rush NHP Alaska,47,"2,332",0.14%
Backcountry Campers,Lake Clark NP & PRES,48,"2,332",0.14%
Backcountry Campers,Wrangell-St. Elias NP & PRES,49,"2,178",0.13%
Backcountry Campers,Apostle Islands NL,50,"2,122",0.13%
Backcountry Campers,Yukon-Charley Rivers NPRES,51,"2,069",0.12%
Backcountry Campers,Mammoth Cave NP,52,"2,064",0.12%
Backcountry Campers,Cumberland Gap NHP,53,"1,933",0.12%
Backcountry Campers,Capitol Reef NP,54,"1,842",0.11%
Backcountry Campers,Saguaro NP,55,"1,834",0.11%
Backcountry Campers,Channel Islands NP,56,"1,831",0.11%
Backcountry Campers,Lake Meredith NRA,57,"1,714",0.10%
Backcountry Campers,Arches NP,58,"1,596",0.09%
Backcountry Campers,Joshua Tree NP,59,"1,455",0.09%
Backcountry Campers,Kenai Fjords NP,60,"1,430",0.09%
Backcountry Campers,Blue Ridge PKWY,61,"1,331",0.08%
Backcountry Campers,Bryce Canyon NP,62,"1,326",0.08%
Backcountry Campers,Crater Lake NP,63,"1,185",0.07%
Backcountry Campers,Curecanti NRA,64,"1,032",0.06%
Backcountry Campers,Redwood NP,65,843,0.05%
Backcountry Campers,Great Sand Dunes NP & PRES,66,721,0.04%
Backcountry Campers,Theodore Roosevelt NP,67,697,0.04%
Backcountry Campers,Canyon de Chelly NM,68,638,0.04%
Backcountry Campers,Navajo NM,69,547,0.03%
Backcountry Campers,Big Thicket NPRES,70,540,0.03%
Backcountry Campers,Padre Island NS,71,481,0.03%
Backcountry Campers,White Sands NM,72,476,0.03%
Backcountry Campers,Black Canyon of the Gunnison NP,73,409,0.02%
Backcountry Campers,Petrified Forest NP,74,406,0.02%
Backcountry Campers,Fort Pulaski NM,75,397,0.02%
Backcountry Campers,Katmai NP & PRES,76,387,0.02%
Backcountry Campers,"John D. Rockefeller, Jr. MEM PKWY",77,356,0.02%
Backcountry Campers,Grand Portage NM,78,294,0.02%
Backcountry Campers,Carlsbad Caverns NP,79,256,0.02%
Backcountry Campers,Golden Gate NRA,80,241,0.01%
Backcountry Campers,Kobuk Valley NP,81,240,0.01%
Backcountry Campers,Canaveral NS,82,213,0.01%
Backcountry Campers,Prince William Forest Park,83,166,0.01%
Backcountry Campers,Catoctin Mountain Park,84,119,0.01%
Backcountry Campers,Craters of the Moon NM,85,118,0.01%
Backcountry Campers,Badlands NP,86,106,0.01%
Backcountry Campers,Fort Bowie NHS,87,102,0.01%
Backcountry Campers,Wupatki NM,88,79,0.00%
Backcountry Campers,Cape Krusenstern NM,89,70,0.00%
Backcountry Campers,Colorado NM,90,69,0.00%
Backcountry Campers,Congaree NP,91,55,0.00%
Backcountry Campers,Kings Mountain NMP,92,52,0.00%
Backcountry Campers,Fire Island NS,93,51,0.00%
Backcountry Campers,Santa Monica Mountains NRA,94,41,0.00%
Backcountry Campers,Chattahoochee River NRA,95,30,0.00%

