Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 2014,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=2014&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Grand Canyon NP,1,"269,236",14.26%
Backcountry Campers,Yosemite NP,2,"190,339",10.08%
Backcountry Campers,Lake Mead NRA,3,"168,814",8.94%
Backcountry Campers,Saint Croix NSR,4,"90,041",4.77%
Backcountry Campers,Great Smoky Mountains NP,5,"86,153",4.56%
Backcountry Campers,Canyonlands NP,6,"77,518",4.11%
Backcountry Campers,Olympic NP,7,"69,731",3.69%
Backcountry Campers,Glen Canyon NRA,8,"62,367",3.30%
Backcountry Campers,Delaware Water Gap NRA,9,"52,701",2.79%
Backcountry Campers,Mount Rainier NP,10,"48,679",2.58%
Backcountry Campers,Point Reyes NS,11,"44,489",2.36%
Backcountry Campers,Yellowstone NP,12,"41,243",2.18%
Backcountry Campers,Shenandoah NP,13,"40,644",2.15%
Backcountry Campers,Denali NP & PRES,14,"38,443",2.04%
Backcountry Campers,Rocky Mountain NP,15,"34,321",1.82%
Backcountry Campers,Voyageurs NP,16,"31,941",1.69%
Backcountry Campers,Glacier NP,17,"29,869",1.58%
Backcountry Campers,Isle Royale NP,18,"29,662",1.57%
Backcountry Campers,Grand Teton NP,19,"29,524",1.56%
Backcountry Campers,Sequoia NP,20,"29,013",1.54%
Backcountry Campers,Buffalo NR,21,"28,602",1.51%
Backcountry Campers,Dinosaur NM,22,"27,507",1.46%
Backcountry Campers,Big Bend NP,23,"24,723",1.31%
Backcountry Campers,Zion NP,24,"23,257",1.23%
Backcountry Campers,Channel Islands NP,25,"23,068",1.22%
Backcountry Campers,Ross Lake NRA,26,"22,892",1.21%
Backcountry Campers,North Cascades NP,27,"21,547",1.14%
Backcountry Campers,Sleeping Bear Dunes NL,28,"19,499",1.03%
Backcountry Campers,Pictured Rocks NL,29,"17,702",0.94%
Backcountry Campers,Kings Canyon NP,30,"15,603",0.83%
Backcountry Campers,Padre Island NS,31,"13,638",0.72%
Backcountry Campers,Ozark NSR,32,"13,073",0.69%
Backcountry Campers,Apostle Islands NL,33,"12,795",0.68%
Backcountry Campers,Big Cypress NPRES,34,"11,513",0.61%
Backcountry Campers,Big South Fork NRRA,35,"11,272",0.60%
Backcountry Campers,Joshua Tree NP,36,"10,604",0.56%
Backcountry Campers,Yukon-Charley Rivers NPRES,37,"10,471",0.55%
Backcountry Campers,Cumberland Island NS,38,"6,333",0.34%
Backcountry Campers,Glacier Bay NP & PRES,39,"6,303",0.33%
Backcountry Campers,Gates of the Arctic NP & PRES,40,"6,166",0.33%
Backcountry Campers,Lassen Volcanic NP,41,"5,898",0.31%
Backcountry Campers,Everglades NP,42,"5,875",0.31%
