Title1,Title1,Title2
Annual Park Ranking Report for Backcountry Campers in: 1983,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/System Wide Reports/Annual Park Ranking Report (1979 - Last Calendar Year)?RptYear=1983&RptField=BC

VisitorsLabel1,Field1,Field2,Field3,Field4
Backcountry Campers,Glen Canyon NRA,1,"879,992",34.11%
Backcountry Campers,Lake Mead NRA,2,"342,984",13.30%
Backcountry Campers,Grand Canyon NP,3,"103,893",4.03%
Backcountry Campers,Kings Canyon NP,4,"103,033",3.99%
Backcountry Campers,Yosemite NP,5,"101,017",3.92%
Backcountry Campers,Sequoia NP,6,"92,883",3.60%
Backcountry Campers,Great Smoky Mountains NP,7,"68,712",2.66%
Backcountry Campers,Chesapeake & Ohio Canal NHP,8,"66,143",2.56%
Backcountry Campers,Olympic NP,9,"62,209",2.41%
Backcountry Campers,Ozark NSR,10,"59,970",2.32%
Backcountry Campers,Delaware Water Gap NRA,11,"53,232",2.06%
Backcountry Campers,Shenandoah NP,12,"52,522",2.04%
Backcountry Campers,Saint Croix NSR,13,"45,284",1.76%
Backcountry Campers,Big Bend NP,14,"45,073",1.75%
Backcountry Campers,Yellowstone NP,15,"43,738",1.70%
Backcountry Campers,Canyonlands NP,16,"43,679",1.69%
Backcountry Campers,Rocky Mountain NP,17,"42,023",1.63%
Backcountry Campers,Isle Royale NP,18,"35,221",1.37%
Backcountry Campers,Mount Rainier NP,19,"29,636",1.15%
Backcountry Campers,Denali NP & PRES,20,"29,625",1.15%
Backcountry Campers,Grand Teton NP,21,"27,168",1.05%
Backcountry Campers,North Cascades NP,22,"26,765",1.04%
Backcountry Campers,Amistad NRA,23,"26,509",1.03%
Backcountry Campers,Dinosaur NM,24,"20,759",0.80%
Backcountry Campers,Point Reyes NS,25,"17,739",0.69%
Backcountry Campers,Glacier NP,26,"15,507",0.60%
Backcountry Campers,Pictured Rocks NL,27,"14,007",0.54%
Backcountry Campers,Everglades NP,28,"10,130",0.39%
Backcountry Campers,Sleeping Bear Dunes NL,29,"8,724",0.34%
Backcountry Campers,Lassen Volcanic NP,30,"8,669",0.34%
Backcountry Campers,Voyageurs NP,31,"7,776",0.30%
Backcountry Campers,Gates of the Arctic NP & PRES,32,"7,683",0.30%
Backcountry Campers,Zion NP,33,"6,896",0.27%
Backcountry Campers,Bandelier NM,34,"4,665",0.18%
Backcountry Campers,Hawaii Volcanoes NP,35,"4,660",0.18%
Backcountry Campers,Noatak NPRES,36,"3,635",0.14%
Backcountry Campers,Glacier Bay NP & PRES,37,"3,581",0.14%
Backcountry Campers,Haleakala NP,38,"3,482",0.13%
Backcountry Campers,Cape Lookout NS,39,"3,286",0.13%
Backcountry Campers,Buffalo NR,40,"3,205",0.12%
Backcountry Campers,Guadalupe Mountains NP,41,"3,165",0.12%
Backcountry Campers,Whiskeytown NRA,42,"2,928",0.11%
Backcountry Campers,Saguaro NP,43,"2,714",0.11%
Backcountry Campers,Klondike Gold Rush NHP Alaska,44,"2,691",0.10%
Backcountry Campers,Apostle Islands NL,45,"2,560",0.10%
Backcountry Campers,Organ Pipe Cactus NM,46,"2,525",0.10%
Backcountry Campers,Cumberland Gap NHP,47,"2,422",0.09%
Backcountry Campers,Joshua Tree NP,48,"2,387",0.09%
Backcountry Campers,Blue Ridge PKWY,49,"2,194",0.09%
Backcountry Campers,Crater Lake NP,50,"2,055",0.08%
Backcountry Campers,Mammoth Cave NP,51,"1,998",0.08%
Backcountry Campers,Assateague Island NS,52,"1,898",0.07%
Backcountry Campers,Capitol Reef NP,53,"1,838",0.07%
Backcountry Campers,Padre Island NS,54,"1,719",0.07%
Backcountry Campers,Arches NP,55,"1,695",0.07%
Backcountry Campers,Bryce Canyon NP,56,"1,595",0.06%
Backcountry Campers,Yukon-Charley Rivers NPRES,57,"1,580",0.06%
Backcountry Campers,Channel Islands NP,58,"1,333",0.05%
Backcountry Campers,Lake Meredith NRA,59,"1,320",0.05%
Backcountry Campers,Curecanti NRA,60,"1,231",0.05%
Backcountry Campers,Black Canyon of the Gunnison NP,61,"1,116",0.04%
Backcountry Campers,Redwood NP,62,"1,106",0.04%
Backcountry Campers,Carlsbad Caverns NP,63,923,0.04%
Backcountry Campers,Wrangell-St. Elias NP & PRES,64,874,0.03%
Backcountry Campers,Theodore Roosevelt NP,65,852,0.03%
Backcountry Campers,Lake Clark NP & PRES,66,816,0.03%
Backcountry Campers,Great Sand Dunes NP & PRES,67,639,0.02%
Backcountry Campers,Death Valley NP,68,591,0.02%
Backcountry Campers,Navajo NM,69,574,0.02%
Backcountry Campers,Petrified Forest NP,70,492,0.02%
Backcountry Campers,Kenai Fjords NP,71,451,0.02%
Backcountry Campers,Prince William Forest Park,72,434,0.02%
Backcountry Campers,White Sands NM,73,387,0.02%
Backcountry Campers,Bighorn Canyon NRA,74,365,0.01%
Backcountry Campers,Big Thicket NPRES,75,289,0.01%
Backcountry Campers,"John D. Rockefeller, Jr. MEM PKWY",76,286,0.01%
Backcountry Campers,Canaveral NS,77,269,0.01%
Backcountry Campers,Craters of the Moon NM,78,227,0.01%
Backcountry Campers,Grand Portage NM,79,221,0.01%
Backcountry Campers,Canyon de Chelly NM,80,200,0.01%
Backcountry Campers,Katmai NP & PRES,81,190,0.01%
Backcountry Campers,Santa Monica Mountains NRA,82,150,0.01%
Backcountry Campers,Badlands NP,83,134,0.01%
Backcountry Campers,Cape Krusenstern NM,84,120,0.00%
Backcountry Campers,Wupatki NM,85,108,0.00%
Backcountry Campers,Kobuk Valley NP,86,100,0.00%
Backcountry Campers,Catoctin Mountain Park,87,89,0.00%
Backcountry Campers,Colorado NM,88,73,0.00%
Backcountry Campers,Lava Beds NM,89,39,0.00%
Backcountry Campers,Fort Bowie NHS,90,28,0.00%
Backcountry Campers,Knife River Indian Villages NHS,91,8,0.00%
Backcountry Campers,Golden Gate NRA,92,2,0.00%

