Title1,Title1,Title2
Annual Park Ranking Report for Recreation Visitors in: 1983,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Park%20Ranking%20Report%20(1979%20-%20Last%20Calendar%20Year)

VisitorsLabel1,Field1,Field2,Field3,Field4
Recreation Visitors,Golden Gate NRA,1,"17,604,551",7.52%
Recreation Visitors,Blue Ridge PKWY,2,"15,208,455",6.50%
Recreation Visitors,Natchez Trace PKWY,3,"12,796,122",5.47%
Recreation Visitors,Gateway NRA,4,"10,347,510",4.42%
Recreation Visitors,George Washington MEM PKWY,5,"8,569,579",3.66%
Recreation Visitors,Great Smoky Mountains NP,6,"8,435,475",3.61%
Recreation Visitors,Chesapeake & Ohio Canal NHP,7,"6,175,834",2.64%
Recreation Visitors,Lake Mead NRA,8,"5,913,768",2.53%
Recreation Visitors,Independence NHP,9,"4,767,889",2.04%
Recreation Visitors,Cape Cod NS,10,"4,595,071",1.96%
Recreation Visitors,Acadia NP,11,"4,124,639",1.76%
Recreation Visitors,Gulf Islands NS,12,"4,060,386",1.74%
Recreation Visitors,Valley Forge NHP,13,"3,448,694",1.47%
Recreation Visitors,Lincoln Memorial,14,"3,352,825",1.43%
Recreation Visitors,Jefferson NEM,15,"2,948,022",1.26%
Recreation Visitors,Rocky Mountain NP,16,"2,599,006",1.11%
Recreation Visitors,Yosemite NP,17,"2,457,464",1.05%
Recreation Visitors,Olympic NP,18,"2,410,722",1.03%
Recreation Visitors,Rock Creek Park,19,"2,360,791",1.01%
Recreation Visitors,Yellowstone NP,20,"2,347,242",1.00%
Recreation Visitors,Delaware Water Gap NRA,21,"2,293,666",0.98%
Recreation Visitors,Grand Canyon NP,22,"2,248,082",0.96%
Recreation Visitors,Hawaii Volcanoes NP,23,"2,247,974",0.96%
Recreation Visitors,Chickasaw NRA,24,"2,238,456",0.96%
Recreation Visitors,Glacier NP,25,"2,203,847",0.94%
Recreation Visitors,Assateague Island NS,26,"2,150,285",0.92%
Recreation Visitors,Boston NHP,27,"2,088,259",0.89%
Recreation Visitors,Colonial NHP,28,"2,068,928",0.88%
Recreation Visitors,Glen Canyon NRA,29,"1,873,031",0.80%
Recreation Visitors,Lake Meredith NRA,30,"1,844,870",0.79%
Recreation Visitors,Shenandoah NP,31,"1,768,378",0.76%
Recreation Visitors,Cape Hatteras NS,32,"1,685,628",0.72%
Recreation Visitors,Statue of Liberty NM,33,"1,598,829",0.68%
Recreation Visitors,Mount Rushmore NMEM,34,"1,562,559",0.67%
Recreation Visitors,Grand Teton NP,35,"1,532,035",0.65%
Recreation Visitors,Indiana Dunes NL,36,"1,510,630",0.65%
Recreation Visitors,Mammoth Cave NP,37,"1,498,503",0.64%
Recreation Visitors,Thomas Jefferson MEM,38,"1,485,531",0.63%
Recreation Visitors,Cabrillo NM,39,"1,450,605",0.62%
Recreation Visitors,Point Reyes NS,40,"1,424,751",0.61%
Recreation Visitors,Ozark NSR,41,"1,408,642",0.60%
Recreation Visitors,San Juan NHS,42,"1,306,178",0.56%
Recreation Visitors,Zion NP,43,"1,273,030",0.54%
Recreation Visitors,Amistad NRA,44,"1,221,445",0.52%
Recreation Visitors,Washington Monument,45,"1,212,736",0.52%
Recreation Visitors,Gettysburg NMP,46,"1,198,949",0.51%
Recreation Visitors,White House,47,"1,169,085",0.50%
Recreation Visitors,Muir Woods NM,48,"1,167,337",0.50%
Recreation Visitors,Hot Springs NP,49,"1,160,008",0.50%
Recreation Visitors,Mount Rainier NP,50,"1,106,306",0.47%
Recreation Visitors,"John D. Rockefeller, Jr. MEM PKWY",51,"1,105,434",0.47%
Recreation Visitors,Whiskeytown NRA,52,"1,082,532",0.46%
