Title1,Title1,Title2
Annual Park Ranking Report for Recreation Visitors in: 1980,Park Type: (All),Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Park%20Ranking%20Report%20(1979%20-%20Last%20Calendar%20Year)

VisitorsLabel1,Field1,Field2,Field3,Field4
Recreation Visitors,Golden Gate NRA,1,"18,421,773",8.69%
Recreation Visitors,Blue Ridge PKWY,2,"13,415,014",6.33%
Recreation Visitors,Natchez Trace PKWY,3,"10,601,566",5.00%
Recreation Visitors,Gateway NRA,4,"9,053,257",4.27%
Recreation Visitors,Great Smoky Mountains NP,5,"8,440,953",3.98%
Recreation Visitors,Colonial NHP,6,"6,338,912",2.99%
Recreation Visitors,George Washington MEM PKWY,7,"6,266,121",2.96%
Recreation Visitors,Lake Mead NRA,8,"4,965,601",2.34%
Recreation Visitors,Cape Cod NS,9,"4,788,342",2.26%
Recreation Visitors,Lincoln Memorial,10,"3,307,585",1.56%
Recreation Visitors,Valley Forge NHP,11,"3,219,806",1.52%
Recreation Visitors,Chesapeake & Ohio Canal NHP,12,"3,101,125",1.46%
Recreation Visitors,Acadia NP,13,"2,779,666",1.31%
Recreation Visitors,Rocky Mountain NP,14,"2,641,937",1.25%
Recreation Visitors,Grand Teton NP,15,"2,555,627",1.21%
Recreation Visitors,Gulf Islands NS,16,"2,507,507",1.18%
Recreation Visitors,Yosemite NP,17,"2,490,282",1.18%
Recreation Visitors,Delaware Water Gap NRA,18,"2,470,965",1.17%
Recreation Visitors,Grand Canyon NP,19,"2,304,973",1.09%
Recreation Visitors,Boston NHP,20,"2,034,110",0.96%
Recreation Visitors,Independence NHP,21,"2,033,208",0.96%
Recreation Visitors,Olympic NP,22,"2,032,418",0.96%
Recreation Visitors,Yellowstone NP,23,"2,000,269",0.94%
Recreation Visitors,Assateague Island NS,24,"1,967,525",0.93%
Recreation Visitors,Jefferson NEM,25,"1,928,825",0.91%
Recreation Visitors,Chickasaw NRA,26,"1,927,044",0.91%
Recreation Visitors,Statue of Liberty NM,27,"1,771,066",0.84%
Recreation Visitors,Shenandoah NP,28,"1,699,228",0.80%
Recreation Visitors,Hawaii Volcanoes NP,29,"1,692,338",0.80%
Recreation Visitors,San Juan NHS,30,"1,601,984",0.76%
Recreation Visitors,Glen Canyon NRA,31,"1,571,491",0.74%
Recreation Visitors,Lake Meredith NRA,32,"1,570,790",0.74%
Recreation Visitors,Cape Hatteras NS,33,"1,510,237",0.71%
Recreation Visitors,Mammoth Cave NP,34,"1,495,787",0.71%
Recreation Visitors,Glacier NP,35,"1,474,578",0.70%
Recreation Visitors,Ozark NSR,36,"1,428,711",0.67%
Recreation Visitors,Point Reyes NS,37,"1,408,810",0.66%
Recreation Visitors,White House,38,"1,318,583",0.62%
Recreation Visitors,Muir Woods NM,39,"1,311,613",0.62%
Recreation Visitors,Washington Monument,40,"1,305,760",0.62%
Recreation Visitors,"John D. Rockefeller, Jr. MEM PKWY",41,"1,303,756",0.62%
Recreation Visitors,Mount Rushmore NMEM,42,"1,284,888",0.61%
Recreation Visitors,Mount Rainier NP,43,"1,268,256",0.60%
Recreation Visitors,Cabrillo NM,44,"1,253,098",0.59%
Recreation Visitors,Indiana Dunes NL,45,"1,222,874",0.58%
Recreation Visitors,Thomas Jefferson MEM,46,"1,216,966",0.57%
Recreation Visitors,Hot Springs NP,47,"1,160,588",0.55%
Recreation Visitors,Whiskeytown NRA,48,"1,149,628",0.54%
Recreation Visitors,Chickamauga & Chattanooga NMP,49,"1,145,070",0.54%
Recreation Visitors,Zion NP,50,"1,123,846",0.53%
Recreation Visitors,Gettysburg NMP,51,"1,096,364",0.52%
Recreation Visitors,Amistad NRA,52,"1,084,689",0.51%
Recreation Visitors,Rock Creek Park,53,"1,059,794",0.50%
Recreation Visitors,Minute Man NHP,54,"1,005,047",0.47%
